"Sweep (n)","dV/dt max x (s)","dV/dt max y (V/s)"
1,108.1,19.5312486175637
2,116.65,15.8691395017886
3,121.55,16.4794910210507
4,122.95,12.8173819052908
5,110.75,14.6484364631895
6,108.2,17.0898425403877
7,113.1,14.6484364631229
8,112.1,13.4277334246514
8,112.2,13.4277334246514
8,113.7,13.4277334246514
8,114.2,13.4277334246514
9,115.45,14.038084943826
10,108.9,14.6484364631228
11,105.4,15.2587879824196
12,108.25,15.2587879825584
13,111.85,12.8173819052324
14,108.95,12.8173819052325
15,110.65,12.8173819054656
16,103.15,14.038084943826
17,110.8,12.2070303859357
18,110.65,12.8173819052325
19,106.5,13.4277334245293
20,94.4499999999998,13.4277334245293
21,110.8,12.2070303859357
22,102.65,12.2070303859357
23,105.1,12.2070303859357
24,108.099999999999,12.8173819054656
25,107.999999999999,12.8173819054656
26,106.099999999999,12.2070303861577
27,103.9,12.2070303861577
28,101.699999999999,12.8173819054656
29,109.200000000001,13.427733424285
30,110.549999999999,12.8173819054656
31,105.9,12.8173819054656
32,114.35,12.8173819054656
33,98.6499999999996,13.4277334247735
34,91.2999999999993,12.2070303861577
35,116.85,12.8173819054656
36,117.65,13.4277334247735
37,114.75,12.2070303857137
38,108.450000000001,14.0380849435707
39,108.6,11.5966788668499
40,107.599999999999,12.8173819054656
41,109.550000000001,13.427733424285
42,104.950000000001,12.2070303857136
43,111.650000000001,13.427733424285
44,119.200000000001,12.2070303857136
45,115.849999999999,11.5966788668499
46,113.700000000001,12.2070303857137
47,107.85,11.5966788668499
48,109.799999999999,12.8173819054656
49,119.799999999999,10.986327347542
49,120.699999999999,10.986327347542
50,103.4,11.5966788668499
51,118.549999999999,12.2070303861577
52,108.4,12.2070303861577
53,112.799999999999,11.5966788668498
54,104.6,11.5966788668499
55,107.699999999999,10.9863273475419
56,112.5,12.2070303861578
57,111.900000000001,10.986327347542
58,111.599999999999,12.2070303861577
59,107.949999999997,10.986327347542
60,111.399999999998,11.5966788668499
61,108.900000000001,11.5966788668498
62,110.349999999999,11.5966788668499
63,109.5,12.2070303861577
64,112.5,10.9863273467426
65,110.549999999999,11.5966788668498
66,110.299999999999,13.4277334247735
67,105.350000000002,11.5966788668499
68,115.099999999999,11.5966788668499
69,114.399999999998,11.5966788668499
70,120.649999999998,10.3759758282341
71,114.299999999999,12.2070303861577
72,104.099999999999,12.2070303861578
73,114.049999999999,11.5966788668499
74,103.699999999997,12.2070303861577
75,113.649999999998,12.2070303861577
76,111.450000000001,11.5966788668499
77,113.450000000001,10.9863273475419
77,114.25,10.9863273475419
78,117.150000000001,12.2070303861577
79,106.649999999998,11.5966788668499
79,107.049999999999,11.5966788668499
80,108.450000000001,11.5966788668499
81,101.849999999999,12.2070303861577
82,117.150000000001,12.8173819054656
83,108.75,11.5966788668499
84,113.949999999997,10.986327347542
85,113.049999999999,12.2070303861577
86,108.549999999999,11.5966788668498
86,108.649999999998,11.5966788668498
87,111.150000000001,11.5966788668498
88,115.850000000002,11.5966788668498
89,114.900000000001,10.986327347542
90,110.650000000001,10.9863273467426
91,114.549999999999,11.5966788668499
92,107.75,11.5966788668499
93,112.299999999999,11.5966788668499
94,118.25,11.5966788668498
95,108.799999999999,10.986327347542
95,109.700000000001,10.986327347542
96,116.849999999999,12.8173819054656
97,113.399999999998,10.986327347542
98,121.100000000002,10.9863273467426
99,116.099999999999,10.986327347542
100,113.349999999999,12.8173819054656
101,119.900000000001,12.8173819054656
102,118.799999999999,10.9863273475419
103,111.599999999999,12.8173819054656
104,121.900000000001,11.5966788660061
105,112.699999999997,11.5966788668498
106,111.200000000001,10.986327347542
107,117.400000000001,11.5966788668498
108,110.349999999999,11.5966788668499
109,114.200000000001,10.3759758282341
109,114.25,10.3759758282341
109,114.75,10.3759758282341
110,111.099999999999,10.3759758282341
111,114.900000000001,11.5966788660061
112,124.350000000002,10.9863273467426
113,109,11.5966788676936
114,104.299999999996,10.9863273483413
115,116.5,11.5966788676936
116,115.049999999996,12.2070303870459
117,118.25,12.2070303870458
118,115.75,11.5966788660061
119,120.949999999997,11.5966788660061
120,129.5,10.9863273483413
121,124.150000000001,11.5966788676937
122,116.099999999999,10.9863273483413
123,110.899999999994,12.2070303870459
124,121.550000000003,11.5966788660061
125,118.099999999999,11.5966788660061
125,118.25,11.5966788660061
126,116.849999999999,12.8173819063982
127,112.25,12.2070303852696
128,109.25,12.8173819063982
129,118.649999999994,10.9863273483414
130,105.949999999997,12.2070303870459
131,101.199999999997,12.2070303852696
132,124.599999999999,10.9863273483413
133,109.349999999999,12.8173819063982
134,111.349999999999,12.2070303852696
134,111.75,12.2070303852696
135,121.400000000001,11.5966788660061
136,112.75,11.5966788676937
137,116.800000000003,11.5966788660061
138,104,12.8173819063982
139,103.900000000001,11.5966788660061
140,112.650000000001,11.5966788676936
141,113.349999999999,12.207030387046
142,111.099999999999,11.5966788676936
142,112.199999999997,11.5966788676936
143,110.049999999996,12.2070303870459
144,102.699999999997,13.4277334257505
145,107.349999999999,12.207030387046
146,105.650000000001,10.9863273483414
147,110.800000000003,12.2070303852696
147,111.350000000006,12.2070303852696
148,106.199999999997,12.817381904533
149,121.650000000001,12.2070303852695
150,114.349999999999,12.2070303870459
151,105.949999999997,12.2070303870459
152,110.599999999999,12.2070303870459
153,102.650000000001,12.2070303852695
154,111.75,12.2070303852695
155,105,11.5966788676936
156,108.949999999997,12.2070303870459
157,113.400000000001,12.8173819063982
158,109.75,12.2070303870459
159,110.649999999994,12.8173819063982
160,118.050000000003,12.817381904533
161,110.200000000004,12.2070303852696
162,117.75,12.2070303870459
163,111.199999999997,12.2070303870459
164,105.949999999997,12.817381904533
165,111.199999999997,11.5966788676936
166,109.199999999997,12.2070303852696
167,106.5,12.817381904533
168,105.150000000001,12.8173819063982
169,114.449999999997,11.5966788676937
170,114.099999999999,11.5966788660061
171,116.349999999999,11.5966788660061
172,108.25,12.2070303852695
173,114.899999999994,11.5966788676936
174,106.549999999996,10.9863273483414
175,111.150000000001,12.2070303852696
176,113.099999999999,12.2070303852695
177,114.199999999997,12.2070303870459
178,106.25,12.2070303870459
179,114.799999999996,10.9863273483413
180,110,12.207030387046
181,118.349999999999,12.817381904533
182,113.299999999996,11.5966788676937
183,98.8499999999985,12.817381904533
184,111.449999999997,12.2070303870459
185,104.75,11.5966788676936
185,104.900000000001,11.5966788676936
186,102.050000000003,12.2070303852696
187,105.949999999997,11.5966788660061
188,110.099999999999,11.5966788676936
189,108.449999999997,10.9863273483413
190,107.5,10.9863273467426
191,102.949999999997,10.9863273483413
192,109.299999999996,10.9863273483413
193,112.099999999999,10.9863273467426
193,112.900000000001,10.9863273467426
194,109.099999999999,11.5966788660061
195,119.650000000001,10.9863273483413
196,104,11.5966788676936
197,111.949999999997,12.2070303870459
197,112.349999999999,12.2070303870459
198,114.400000000001,10.9863273483413
199,102.299999999996,12.8173819063982
200,102.850000000006,12.817381904533
201,113.699999999997,12.2070303870459
202,111.949999999997,10.9863273483414
203,105.400000000001,12.8173819063982
204,112.799999999996,10.9863273483413
205,111.299999999996,10.9863273483413
206,103.649999999994,10.3759758289891
207,109.799999999996,12.8173819063982
208,109.849999999999,11.5966788676936
209,104.350000000006,12.2070303852696
210,112.099999999999,10.9863273467426
211,109.5,12.2070303870459
212,108.75,12.817381904533
213,111.699999999997,11.5966788676937
214,112.150000000001,10.9863273483413
215,104.599999999999,10.3759758274791
216,117.699999999997,9.76562430963675
217,109,12.2070303870459
218,120.799999999996,10.375975828989
219,102.449999999997,11.5966788676936
220,100.449999999997,11.5966788676936
221,106.599999999999,10.9863273467426
222,110.650000000001,11.5966788660061
223,97.9499999999971,10.9863273483413
224,114.299999999996,10.375975828989
225,114.799999999996,10.9863273483413
226,126.199999999997,10.9863273483413
227,116.699999999997,10.9863273483413
228,108.349999999999,12.2070303852696
229,103.349999999999,11.5966788660061
230,103.699999999997,9.76562430963675
230,104.049999999996,9.76562430963675
231,106.050000000003,10.9863273467426
232,112.75,10.9863273467426
233,112.25,10.375975828989
234,107,11.5966788660061
235,115.849999999999,10.9863273467426
236,113.400000000009,11.5966788660061
236,114.350000000006,11.5966788660061
237,112.800000000003,11.5966788660061
238,108.75,10.9863273467426
239,114.400000000009,11.5966788660061
240,105,10.9863273467426
241,121.349999999991,9.76562430821566
242,112.600000000006,10.9863273467426
243,112.550000000003,11.5966788660061
244,110.899999999994,10.3759758304989
245,107.349999999991,10.9863273499401
246,112.449999999997,10.9863273467426
247,118.599999999991,10.9863273499401
248,113.600000000006,10.3759758274791
249,120,10.98632734994
250,104.550000000003,12.2070303852696
251,115.299999999988,9.7656243110578
252,114.199999999997,10.9863273499401
253,101.200000000012,10.3759758274791
254,117.5,10.3759758274791
255,118.599999999991,10.9863273467426
256,116.399999999994,11.5966788660061
257,109.799999999988,10.9863273499401
258,119.199999999997,10.9863273467426
259,112.300000000003,10.3759758274791
260,106.149999999994,10.3759758274791
261,125.75,10.9863273467426
262,116.450000000012,9.76562430821566
262,116.850000000006,9.76562430821566
263,112,10.98632734994
264,109.25,10.9863273467426
265,111.25,10.3759758304989
266,115.599999999991,10.9863273499401
267,114.800000000003,12.2070303852696
268,122.300000000003,14.03808494306
269,117.199999999997,11.5966788693812
270,106.050000000003,11.5966788660061
271,110.599999999991,10.3759758304989
272,111.5,10.3759758274791
273,120.599999999991,11.5966788660061
274,113.25,10.3759758304989
275,105.800000000003,10.9863273467426
276,119.899999999994,10.3759758304989
277,130.649999999994,11.5966788693812
278,117.199999999997,10.9863273499401
279,106,10.9863273467426
280,131.949999999997,10.3759758274791
281,114.800000000003,12.2070303852695
282,111.75,10.9863273467426
283,132.050000000003,9.76562430821563
284,131.75,10.9863273467426
285,110.350000000006,10.9863273467426
286,113.050000000003,10.3759758274792
287,105.449999999997,10.3759758274792
288,113.550000000003,10.9863273467426
289,117.849999999991,10.9863273499401
290,108.699999999997,11.5966788660061
291,117.400000000009,10.3759758274791
291,117.650000000009,10.3759758274791
292,117.75,11.5966788693811
293,118.949999999997,10.3759758304989
294,113.649999999994,9.15527279161669
294,113.899999999994,9.15527279161669
295,135.549999999988,9.76562431105783
296,130.849999999991,9.76562431105782
297,105.550000000003,10.3759758274791
298,130.75,9.76562431105791
299,125.699999999997,10.9863273467426
300,115.550000000003,10.9863273467426
301,125.450000000012,9.76562430821565
302,111.75,9.76562430821563
302,112.199999999997,9.76562430821563
303,119.349999999991,10.3759758304989
304,138.699999999997,10.3759758274791
305,121,10.9863273467426
306,115.149999999994,9.76562431105787
307,139.699999999997,10.3759758274791
308,120.900000000009,10.9863273467426
309,122.899999999994,11.5966788660061
310,122.949999999997,10.3759758274791
311,119.5,9.76562430821566
312,111.149999999994,10.3759758274791
313,112.300000000003,10.3759758274791
314,120.75,10.3759758304989
315,128.449999999997,10.3759758304989
316,107.350000000006,10.9863273467426
316,107.900000000009,10.9863273467426
316,108.550000000003,10.9863273467426
317,117.5,10.9863273499401
318,106.800000000003,10.3759758274791
319,119.650000000009,10.9863273467425
320,116.649999999994,10.3759758304989
321,114.5,10.3759758274791
322,110.649999999994,10.9863273499401
323,131.75,10.3759758274791
323,132.199999999997,10.3759758274791
324,115.900000000009,10.3759758274791
325,118.550000000003,10.3759758274791
326,114.199999999997,10.3759758304989
327,123.200000000012,10.9863273467426
327,123.450000000012,10.9863273467426
328,111.199999999997,10.9863273467426
329,124.550000000003,10.9863273467426
330,118.400000000009,9.76562430821564
331,119.399999999994,9.76562431105783
332,116,9.76562431105783
333,121.550000000003,10.3759758274791
334,115.549999999988,10.3759758304989
335,115.800000000003,10.9863273467426
336,132.050000000003,9.15527278895219
337,114.25,10.3759758304989
338,115.850000000006,10.9863273467426
339,132.350000000006,9.7656243082157
340,116.099999999991,10.3759758304989
341,122.299999999988,11.5966788693812
342,120.900000000009,10.3759758274791
343,103.149999999994,10.9863273467426
344,118.25,10.3759758274791
344,118.5,10.3759758274791
344,118.649999999994,10.3759758274791
345,111.200000000012,10.3759758274791
346,105.900000000009,10.3759758274791
347,127,9.76562430821566
348,124.450000000012,10.9863273467426
349,121.25,9.76562430821573
350,139.75,10.3759758304989
351,126,10.3759758304989
352,119.800000000003,11.5966788660061
353,109.600000000006,9.76562430821566
354,119.699999999997,9.76562431105782
355,124.149999999994,10.9863273499401
356,132,10.9863273467426
357,119.699999999997,10.9863273467426
358,129.950000000012,10.3759758274791
359,133.200000000012,9.76562430821566
360,112.449999999997,9.7656243110578
