"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
23,34.2,296.691901162827
24,34.2,296.813971478055
25,34.2,298.660284995886
26,34.2,300.26245788326
27,34.2,291.809088553687
