"File Name","Ediast (mV)","Peak (mV)","APA (mV)","dV/dt max y (V/s)","Negative dV/dt max y (V/s)","SD1","SD2","SD1_SD2 Ratio","APD 20 (ms)","APD 50 (ms)","APD 90 (ms)"
"18711002",-79.8799944204467,63.3099955778478,143.189989998295,266.099981413129,-70.1999950965865,0.188561808316413,2.03111111111111,0.0928367765233981,0.539999999999999,7.3,30.28
"18711007",-73.3119948792162,56.5399960507268,129.851990929943,321.499977543484,-31.1999978207051,0.209775011752009,2.34472222222222,0.0894668928216125,1.1,8.3,35.26
"18711021",-78.5329945145336,50.4699964747114,129.002990989245,339.499976286205,-37.5999973736703,0.148492424049175,1.78927777777778,0.0829901460205903,0.8,4.42,26.58
"18711025",-77.5559945827762,62.3799956428075,139.935990225584,217.799984786846,-78.2999945308087,0.183847763108502,1.39722222222222,0.131580904014038,0.5,1.44,20.7
"18711029",-78.4779945183753,48.2199966318721,126.697991150247,365.799974449164,-31.8999977718109,0.202703943940144,2.57144444444444,0.0788288249345934,1.1,7.4,38.98
"18711033",-76.3719946654777,49.6599965312892,126.031991196767,374.599973834491,-30.8999978416605,0.21920310216783,2.19472222222222,0.0998773785348926,1.1,6.98,34
"18712012",-78.7749944976301,61.6099956965914,140.384990194222,334.799976614489,-70.5999950686465,0.127279220613578,1.35222222222222,0.0941259642992773,0.499999999999998,3.6,20.88
"18712019",-76.5549946526953,54.96999616039,131.524990813085,325.599977257105,-64.6999954807571,0.195632876128277,2.31961111111111,0.0843386527988164,0.899999999999999,6.5,36.96
"18712028",-74.7219947807288,62.8599956092799,137.581990390009,349.699975573736,-40.5999971641231,0.183847763108503,1.95711111111111,0.093938337003323,1.88,10.86,30.94
"18712038",-73.754994848273,70.9999950407075,144.754989888981,311.499978241979,-88.4999938183462,0.2734146220588,2.72911111111111,0.100184496316635,0.800000000000001,11.6,40.76
"18713002",-78.7499944993763,58.1799959361741,136.92999043555,484.799966137111,-59.2999958579427,0.143778378841265,1.8875,0.076173975545041,1.72,9.7,28.44
"18713010",-78.8949944892482,63.0799955939131,141.974990083161,419.199970719218,-82.7999942164866,0.188561808316413,2.01855555555555,0.0934142277122098,1.8,12.76,30.28
"18713014",-76.1979946776314,64.7099954800589,140.90799015769,416.199970928771,-64.1999955156823,0.160277537068951,1.50511111111111,0.106488840515322,0.520000000000001,3.88,24
"18713019",-81.9489942759287,62.8199956120739,144.768989888003,433.899969692434,-79.3999944539737,0.360624458405139,2.19861111111111,0.164023758718699,0.440000000000001,3.98,33.68
"18713023",-79.8689944212151,67.6199952767978,147.488989698013,331.499976844992,-83.899994139653,0.414835978296109,2.21333333333333,0.187425893808483,0.440000000000001,4.08,35.44
"18713027",-84.5639940932731,56.739996036757,141.30399013003,350.299975531828,-54.6999961792495,0.202703943940143,1.95444444444444,0.103714354488987,0.6,4.56,29.18
"18716003",-82.3929942449157,44.4099968979975,126.802991142913,404.699971732031,-28.9999979743739,0.306412938514171,2.03522222222222,0.150555027931842,1.36,6.94,30.8
"18716007",-82.613994229479,57.5699959787821,140.183990208261,365.099974498063,-40.4999971711077,0.0895668589502955,1.309,0.068423880023144,0.899999999999999,4.92,19.72
"18716011",-76.8349946331375,70.8399950518834,147.674989685021,0.624999956344365,-64.0999955226666,0.219203102167829,1.98816666666667,0.11025388657951,0.800000000000001,5.88,29.64
"18716018",-78.5269945149527,58.4099959201088,136.936990435061,386.999972968359,-33.9999976251276,0.174419672692682,2.09911111111111,0.0830921582804435,1.14,6.14,31.96
"18716022",-89.5749937432588,62.3799956428075,151.954989386066,310.599978304841,-85.2999940418636,0.1367073110294,1.48266666666667,0.0922036720072393,0.500000000000001,4.42,22.04
"18716025",-84.2899941124118,63.3199955771493,147.609989689561,262.699981650617,-76.8999946285983,0.245130350811336,2.00788888888889,0.122083623335843,0.499999999999998,4.24,29.68
