"Sweep (n)","APD","APD value (ms)","APD value (mV)"
80,"APD 20",11.6,23.3947742794328
80,"APD 50",41,-15.7623283528921
80,"APD 90",125,-67.6666227625704
81,"APD 20",11.8,23.8037098068845
81,"APD 50",43.6,-14.8498528102948
81,"APD 90",137.4,-66.592404063593
82,"APD 20",12.4,23.251341669058
82,"APD 50",41.8,-15.5303947701583
82,"APD 90",126.2,-67.5445524558684
83,"APD 20",10.4,24.4049060673917
83,"APD 50",41.6,-14.0655510897347
83,"APD 90",129.2,-65.1763885058502
84,"APD 20",11.4,23.156737181364
84,"APD 50",41,-15.5700676198365
84,"APD 90",129,-67.5872770632141
