"Sweep (n)","APD","APD value (ms)","APD value (mV)"
55,"APD 20",9.6,21.5667714365708
55,"APD 50",44.2,-15.3350822794352
55,"APD 90",143.4,-64.514157091992
56,"APD 20",8.8,21.9024647800012
56,"APD 50",44.6,-14.9719231169968
56,"APD 90",144.6,-63.9770477425033
57,"APD 20",8.2,21.8048085346397
57,"APD 50",42.6,-14.9322502673187
57,"APD 90",143.4,-63.9434784081602
58,"APD 20",9.2,21.7834462309668
58,"APD 50",45.2,-15.0939934236988
58,"APD 90",143.8,-64.1448944142185
59,"APD 20",8.2,21.6674794396
59,"APD 50",40.2,-15.0939934236988
59,"APD 90",143.6,-63.9831512578384
