"Sweep (n)","APD","APD value (ms)","APD value (mV)"
61,"APD 20",49.2,8.74633747519626
61,"APD 50",72.2,-21.7773427156317
61,"APD 90",101.4,-62.4359101203909
62,"APD 20",46.8,9.53979446875908
62,"APD 50",70.8,-20.3277578235458
62,"APD 90",101.8,-60.0799532010428
63,"APD 20",49,9.55200149942927
63,"APD 50",72.8,-20.6115712866279
63,"APD 90",101,-60.8398408602626
64,"APD 20",44,9.49096634607829
64,"APD 50",68,-20.8892812343749
64,"APD 90",100.4,-61.1114472926745
65,"APD 20",45.2,9.24072221733925
65,"APD 50",69.2,-21.4904774948821
65,"APD 90",100,-62.7685517061538
