"Sweep (n)","APD","APD value (ms)","APD value (mV)"
10,"APD 20",1.3,28.7499979918358
10,"APD 50",7.2,-9.29999935040254
10,"APD 90",29.6,-60.8499957496768
11,"APD 20",1.4,27.9999980442227
11,"APD 50",7.3,-9.7499993189704
11,"APD 90",29.7,-60.8499957496768
12,"APD 20",1.3,28.8499979848509
12,"APD 50",7.2,-9.69999932246286
12,"APD 90",29.7,-60.6999957601542
13,"APD 20",1.3,28.8999979813584
13,"APD 50",7.2,-9.69999932246286
13,"APD 90",29.6,-60.7999957531693
14,"APD 20",1.3,29.1499979638961
14,"APD 50",7.2,-9.64999932595532
14,"APD 90",29.7,-60.8499957496768
