"Sweep (n)","APD","APD value (ms)","APD value (mV)"
61,"APD 20",1.3,31.3499978102279
61,"APD 50",11.2,-11.3499992072117
61,"APD 90",38.4,-68.7499951978682
62,"APD 20",1.3,31.5499977962581
62,"APD 50",11.4,-11.5999991897494
62,"APD 90",38.3,-68.549995211838
63,"APD 20",1.3,31.449997803243
63,"APD 50",11,-11.1999992176891
63,"APD 90",38.2,-68.549995211838
64,"APD 20",1.3,31.4999977997505
64,"APD 50",11,-11.2999992107042
64,"APD 90",38.4,-68.5999952083456
65,"APD 20",1.3,31.5499977962581
65,"APD 50",11.1,-11.2499992141966
65,"APD 90",38.2,-68.5999952083456
