"Sweep (n)","APD","APD value (ms)","APD value (mV)"
31,"APD 20",61.4,28.9093003846944
31,"APD 50",99.2,-3.18298324725391
31,"APD 90",135.2,-46.2493874517095
32,"APD 20",59,29.257200758795
32,"APD 50",99.4,-2.93273911851487
32,"APD 90",138.2,-46.0815407799943
33,"APD 20",60.6,29.006956630056
33,"APD 50",100.6,-2.34374988867785
33,"APD 90",137.2,-43.9636209587151
34,"APD 20",60.6,29.0435777220666
34,"APD 50",100.2,-2.3468016463454
34,"APD 90",135.4,-44.0185525967309
35,"APD 20",61.6,29.0283189337288
35,"APD 50",101.6,-3.14331039757577
35,"APD 90",139.2,-45.8007790745797
