"Sweep (n)","Peak x (s)","Peak y (mV)"
1,197.15,29.449460806177
2,151.4,26.0314922981025
3,159.6,24.2919904681004
4,145.25,24.8107892595045
5,169.05,23.1628401573972
6,166.3,23.9562971324859
7,149.9,23.1018050054673
8,169.75,22.3999007582735
9,76.75,5.9509273131653
10,83.25,1.58691395017741
11,94.5,4.54711881877759
12,94.1999999999998,-2.86865214070532
13,111.8,4.51660124281264
14,122.700000000001,5.76782185737559
15,111.65,4.42504851491778
16,106.299999999999,3.05175759649502
17,129.3,3.72314426772393
18,101.15,7.84301702299221
19,123.8,4.97436488228689
20,101.549999999999,3.47900366000433
21,102.25,3.47900366000433
22,96.8000000000002,3.29589820421463
23,122.95,2.89916971667027
24,144.9,8.72802672597577
25,121.700000000001,5.9509273131653
26,109.200000000001,3.93676729947858
27,123.950000000001,7.93456975088706
28,123.800000000001,8.85009702983557
29,92,3.38745093210948
30,118.699999999999,2.07519516561662
31,110.900000000001,7.08007762386845
32,139.699999999999,11.627196442646
33,150.549999999999,11.9018546263306
34,166.799999999999,10.6201164358027
35,160.099999999999,17.791746787566
36,145.299999999999,11.4135734108914
37,141.25,13.0615225129987
38,173.150000000001,12.6342764494894
39,170.449999999999,20.0805649849373
40,154.299999999999,16.8762195086175
41,183.800000000001,18.3715807309
42,144.349999999999,19.5312486175682
43,182.15,19.012449826164
44,178.5,20.874021960026
45,164.449999999999,18.8903795223042
46,145.950000000001,17.2424304201969
47,200.049999999999,20.6603989282713
48,173.25,20.2941880166919
49,150,19.1345201300238
50,158.549999999999,18.8598619463392
51,126.899999999998,17.0898425403721
52,127.200000000001,15.1977528305452
53,182.699999999997,18.4326158828299
54,140.649999999998,18.4936510347598
55,158.399999999998,16.7541492047577
56,154.349999999999,16.3879382931783
57,167.849999999999,17.5476061798464
58,155.5,15.1672352545803
59,162.850000000002,15.5029285901947
60,180.950000000001,18.3715807309
61,163.800000000003,19.6838364973929
62,184.75,18.7072740665145
63,143.400000000001,18.0969225472155
64,144.350000000002,19.012449826164
65,127.150000000001,15.2893055584401
66,164.950000000001,16.7541492047577
67,170.349999999999,20.233152864762
68,172.799999999999,20.2026352887971
69,183.650000000001,20.0195298330074
