"Sweep (n)","dV/dt max x (s)","dV/dt max y (V/s)"
1,136.9,67.1386686861454
2,142.1,62.2558564180621
3,142.25,51.2695288148747
4,121.05,65.9179656191246
4,121.1,65.9179656191246
5,126.45,59.8144502837485
6,153.3,43.9453104129496
7,122.45,51.2695288151078
8,139.75,37.8417950774735
9,140.7,39.0624981444888
10,149.3,35.4003889437649
11,117.35,39.0624981448441
12,149.099999999999,28.0761705413513
13,162.55,31.7382797423972
14,129.299999999999,42.7246073463118
15,185.9,21.9726552066746
16,129.2,52.4902318816568
17,137.15,29.2968736083666
18,111.5,39.0624981444888
19,174.5,24.4140613403055
20,169.65,32.9589828100119
21,171.249999999999,32.9589828100119
22,151.3,41.5039042785193
23,140.949999999999,28.076170541862
24,119.6,37.8417950781618
25,129.15,31.7382797429745
26,138.450000000001,32.9589828088129
27,161.299999999999,25.634764407787
28,152.299999999999,24.4140613407496
29,156.200000000001,36.6210920097921
30,219.499999999998,13.4277337374123
31,185.449999999999,26.8554674748246
32,162.15,29.2968736078337
33,145.4,39.0624981437782
34,131.65,36.6210920111244
35,145.6,26.8554674738475
36,134.65,31.7382797429745
37,158.25,24.4140613407496
38,123.65,31.7382797418198
39,165.9,28.076170541862
40,141.200000000001,24.4140613398614
41,158.449999999999,25.6347644077871
42,184.65,23.1933582728683
43,200.200000000001,21.9726552058753
44,155.1,26.8554674748246
45,162.049999999999,28.076170541862
45,162.299999999999,28.076170541862
46,187.149999999998,26.8554674748245
47,128.950000000001,29.2968736088995
48,178.949999999997,18.3105460055622
49,163.849999999999,21.9726552066746
50,156.549999999999,17.0898429385247
51,142.200000000001,24.4140613407496
52,161.75,19.5312490725997
52,162.25,19.5312490725997
53,165.25,15.8691398714872
54,144.600000000002,26.8554674748245
55,188.5,12.2070306703748
56,147.75,30.5175766737165
57,157.450000000001,19.5312490725996
58,157.700000000001,25.6347644077871
59,177.849999999999,14.6484368044498
60,149.799999999999,18.3105460055622
61,153.700000000001,17.0898429385247
62,153.349999999999,17.0898429385247
63,155.150000000001,17.0898429385247
64,168.550000000003,14.6484368033839
65,142.700000000001,19.5312490711785
66,158.400000000001,19.5312490711786
67,146.200000000001,18.3105460042299
68,168.25,13.4277337374124
69,146.549999999999,18.3105460055622
70,153.299999999999,15.8691398714872
71,175.899999999998,12.2070306703748
72,136.400000000001,17.0898429385247
73,147.850000000002,12.2070306703749
74,165.049999999999,12.2070306703748
74,165.199999999997,12.2070306703748
74,165.599999999999,12.2070306703748
75,139.149999999998,13.4277337374123
76,170.600000000002,13.4277337374123
77,145.649999999998,15.8691398714873
78,167.649999999998,10.9863276033373
78,168.799999999999,10.9863276033373
79,157.900000000001,13.4277337374123
80,137.5,14.6484368044498
80,137.650000000001,14.6484368044498
81,155.399999999998,13.4277337374123
82,144.450000000001,13.4277337374123
83,125.149999999998,17.0898429385247
84,142.300000000003,12.2070306694867
85,165.099999999999,10.9863276033373
86,183.800000000003,15.8691398703326
87,151.299999999996,12.207030671263
88,144.5,13.4277337383892
89,143.699999999997,15.8691398726419
90,153.099999999999,13.4277337364353
91,165.25,15.8691398703326
92,149.75,13.4277337383893
93,154.699999999997,12.207030671263
94,159.699999999997,13.4277337364352
95,155.650000000001,14.6484368033839
96,145.349999999999,12.2070306712629
97,176.5,13.4277337383892
98,148.900000000001,14.6484368033839
99,147.599999999999,13.4277337364353
100,164.300000000003,12.2070306694866
101,143.150000000001,13.4277337364353
102,164.449999999997,15.8691398726419
103,146.599999999999,12.207030671263
104,152.600000000006,12.2070306694866
105,161.75,13.4277337364353
106,158.199999999997,12.2070306694867
107,131.25,12.207030671263
107,134.849999999999,12.207030671263
108,156.700000000004,13.4277337364353
109,145.849999999999,10.9863276041367
110,150.949999999997,13.4277337383893
111,136.399999999994,10.9863276041367
111,137.149999999994,10.9863276041367
111,137.399999999994,10.9863276041367
111,138.049999999996,10.9863276041367
112,150.099999999999,14.6484368033839
113,150.349999999999,12.207030671263
114,153.549999999996,10.9863276041367
115,171.399999999994,10.9863276041368
116,134.299999999996,12.207030671263
117,146.199999999997,10.9863276041367
118,145.25,12.207030671263
119,147.650000000001,14.6484368055156
120,165.5,12.2070306694866
121,154.949999999997,12.207030671263
122,147.599999999999,12.2070306694866
