"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
64,20.2,357.999974993998
65,20.2,365.499974470129
66,20.3,370.999974085959
67,20.3,359.999974854299
68,20.3,370.499974120883
