"Sweep (n)","APD","APD value (ms)","APD value (mV)"
423,"APD 20",1.3,25.8499981943984
423,"APD 50",8.1,-10.5999992595986
423,"APD 90",33.7,-60.0499958055562
424,"APD 20",1.3,25.7499982013834
424,"APD 50",8.3,-10.8499992421363
424,"APD 90",33.6,-59.9999958090486
425,"APD 20",1.2,26.9499981175643
425,"APD 50",8.1,-10.6499992561061
425,"APD 90",33.5,-59.9499958125411
426,"APD 20",1.3,25.8499981943984
426,"APD 50",8.2,-10.449999270076
426,"APD 90",33.5,-59.9999958090486
427,"APD 20",1.2,27.0499981105794
427,"APD 50",8.1,-10.449999270076
427,"APD 90",33.5,-59.9499958125411
428,"APD 20",1.3,25.9499981874135
428,"APD 50",8.2,-10.8499992421363
428,"APD 90",33.3,-60.1499957985712
429,"APD 20",1.3,25.6499982083683
429,"APD 50",8.1,-10.8999992386438
429,"APD 90",33.2,-60.0999958020637
430,"APD 20",1.3,25.7499982013834
430,"APD 50",8,-10.6999992526137
430,"APD 90",33.3,-59.9999958090486
431,"APD 20",1.3,25.6999982048758
431,"APD 50",8.1,-10.5999992595986
431,"APD 90",33.6,-59.9999958090486
432,"APD 20",1.3,25.9999981839211
432,"APD 50",8.3,-10.9999992316589
432,"APD 90",33.8,-60.0999958020637
