"Sweep (n)","APD","APD value (ms)","APD value (mV)"
318,"APD 20",0.6,27.9999980442227
318,"APD 50",4.2,-13.3499990675133
318,"APD 90",30.6,-69.1499951699285
319,"APD 20",0.6,29.0999979673886
319,"APD 50",4.2,-13.1999990779907
319,"APD 90",30.5,-68.9499951838984
320,"APD 20",0.6,28.8999979813584
320,"APD 50",4.2,-13.4999990570359
320,"APD 90",30.4,-69.099995173421
321,"APD 20",0.6,28.7499979918358
321,"APD 50",4.2,-13.0999990849756
321,"APD 90",30.4,-69.0499951769134
322,"APD 20",0.6,29.0999979673886
322,"APD 50",4.2,-13.2999990710058
322,"APD 90",30.5,-68.9999951804059
323,"APD 20",0.6,28.949997977866
323,"APD 50",4.2,-13.599999050051
323,"APD 90",30.5,-69.0499951769134
324,"APD 20",0.6,29.3999979464338
324,"APD 50",4.2,-13.2499990744982
324,"APD 90",30.3,-69.0499951769134
325,"APD 20",0.6,28.399998016283
325,"APD 50",4.2,-13.6499990465586
325,"APD 90",29.9,-69.099995173421
326,"APD 20",0.6,28.8499979848509
326,"APD 50",4.2,-13.4499990605284
326,"APD 90",30.2,-69.099995173421
327,"APD 20",0.6,29.1999979604037
327,"APD 50",4.2,-13.2999990710058
327,"APD 90",30.1,-69.0499951769134
