"Sweep (n)","APD","APD value (ms)","APD value (mV)"
684,"APD 20",1,21.4999984982424
684,"APD 50",7,-16.7499988300261
684,"APD 90",36.5,-67.4999952851797
685,"APD 20",1,21.2999985122123
685,"APD 50",7.1,-16.8499988230412
685,"APD 90",36.7,-67.6499952747023
686,"APD 20",1,21.649998487765
686,"APD 50",7,-16.2999988614582
686,"APD 90",36.7,-67.4499952886722
687,"APD 20",1,21.9999984633178
687,"APD 50",7,-16.4499988509808
687,"APD 90",36.7,-67.5499952816872
688,"APD 20",1,21.6999984842726
688,"APD 50",7,-16.649998837011
688,"APD 90",36.5,-67.4999952851797
689,"APD 20",1,21.4499985017349
689,"APD 50",6.9,-16.3499988579657
689,"APD 90",36.6,-67.4999952851797
690,"APD 20",1,21.8499984737952
690,"APD 50",7.1,-16.5499988439959
690,"APD 90",36.4,-67.4499952886722
691,"APD 20",1,21.2499985157047
691,"APD 50",7,-16.5999988405034
691,"APD 90",36.6,-67.5999952781948
692,"APD 20",1,22.0999984563329
692,"APD 50",7,-16.1999988684431
692,"APD 90",36.6,-67.5499952816872
693,"APD 20",1,21.7499984807801
693,"APD 50",7,-16.2999988614582
693,"APD 90",36.6,-67.4999952851797
