"Sweep (n)","APD","APD value (ms)","APD value (mV)"
277,"APD 20",1.4,16.9499988160562
277,"APD 50",6.1,-21.9499984668103
277,"APD 90",23.6,-72.5499949324413
278,"APD 20",1.4,16.5999988405034
278,"APD 50",6,-21.4499985017349
278,"APD 90",23.5,-72.4999949359337
279,"APD 20",1.3,17.0999988055789
279,"APD 50",5.9,-21.4999984982424
279,"APD 90",23.6,-72.4499949394262
280,"APD 20",1.4,16.4499988509808
280,"APD 50",5.9,-21.0999985261821
280,"APD 90",23.7,-72.3499949464111
281,"APD 20",1.4,16.4999988474884
281,"APD 50",6,-21.4999984982424
281,"APD 90",23.8,-72.3999949429187
282,"APD 20",1.4,16.3499988579657
282,"APD 50",6.1,-21.8999984703027
282,"APD 90",23.8,-72.4999949359337
283,"APD 20",1.4,16.5999988405034
283,"APD 50",5.9,-21.2999985122123
283,"APD 90",23.7,-72.4499949394262
284,"APD 20",1.4,16.8499988230412
284,"APD 50",6,-21.5999984912575
284,"APD 90",23.6,-72.3499949464111
285,"APD 20",1.4,16.5999988405034
285,"APD 50",6.1,-21.54999849475
285,"APD 90",24.1,-72.2999949499036
286,"APD 20",1.4,16.7999988265336
286,"APD 50",6.1,-21.9999984633178
286,"APD 90",24.1,-72.4499949394262
