"Sweep (n)","APD","APD value (ms)","APD value (mV)"
745,"APD 20",0.4,36.349997460982
745,"APD 50",3.3,-9.9999993015081
745,"APD 90",21.5,-66.7499953375666
746,"APD 20",0.4,36.1999974714593
746,"APD 50",3.3,-9.84999931198548
746,"APD 90",21.4,-66.8499953305817
747,"APD 20",0.4,36.449997453997
747,"APD 50",3.2,-9.34999934691008
747,"APD 90",21.4,-66.8999953270892
748,"APD 20",0.4,35.9499974889216
748,"APD 50",3.3,-10.0499992980156
748,"APD 90",21.2,-66.7999953340741
749,"APD 20",0.500000000000001,29.6499979289715
749,"APD 50",3.3,-9.9999993015081
749,"APD 90",21.2,-66.7999953340741
750,"APD 20",0.499999999999999,34.8999975622633
750,"APD 50",3.4,-10.0499992980156
750,"APD 90",21.3,-66.8499953305817
751,"APD 20",0.499999999999999,33.7999976390974
751,"APD 50",3.3,-9.64999932595532
751,"APD 90",21.4,-66.8999953270892
752,"APD 20",0.4,35.6999975063839
752,"APD 50",3.2,-9.54999933294024
752,"APD 90",21.3,-66.7499953375666
753,"APD 20",0.500000000000001,30.6499978591223
753,"APD 50",3.3,-9.59999932944778
753,"APD 90",21.3,-66.8499953305817
754,"APD 20",0.4,35.3999975273387
754,"APD 50",3.3,-9.89999930849302
754,"APD 90",21.2,-66.8499953305817
