"Sweep (n)","APD","APD value (ms)","APD value (mV)"
435,"APD 20",1.2,22.0999984563329
435,"APD 50",7.1,-15.2999989313074
435,"APD 90",33.5,-65.7999954039233
436,"APD 20",1.2,21.3499985087198
436,"APD 50",7.2,-15.6499989068602
436,"APD 90",33.6,-65.9499953934459
437,"APD 20",1.2,22.2499984458555
437,"APD 50",7.3,-15.5999989103526
437,"APD 90",33.7,-65.9499953934459
438,"APD 20",1.2,21.6999984842726
438,"APD 50",7.3,-15.7999988963828
438,"APD 90",33.8,-65.9999953899535
439,"APD 20",1.2,21.9999984633178
439,"APD 50",7.3,-15.4999989173376
439,"APD 90",33.7,-65.8499954004309
440,"APD 20",1.2,21.3999985052273
440,"APD 50",7.3,-15.9499988859054
440,"APD 90",33.8,-65.9999953899535
441,"APD 20",1.1,22.7999984074385
441,"APD 50",7.2,-15.6999989033677
441,"APD 90",33.8,-65.8999953969384
442,"APD 20",1.2,21.7499984807801
442,"APD 50",7.2,-15.44999892083
442,"APD 90",34,-65.8499954004309
443,"APD 20",1.1,22.849998403946
443,"APD 50",7.2,-15.2999989313074
443,"APD 90",33.8,-65.9499953934459
444,"APD 20",1.2,21.8999984703027
444,"APD 50",7.3,-15.7499988998753
444,"APD 90",33.7,-65.8999953969384
