"Sweep (n)","APD","APD value (ms)","APD value (mV)"
496,"APD 20",1.6,37.6999973666855
496,"APD 50",13.3,-4.29999969964848
496,"APD 90",45.6,-60.2999957880939
497,"APD 20",1.5,38.2499973282685
497,"APD 50",13.2,-4.04999971711078
497,"APD 90",45.4,-60.2499957915863
498,"APD 20",1.6,37.9999973457308
498,"APD 50",13.3,-4.09999971361832
498,"APD 90",45.3,-60.3499957846014
499,"APD 20",1.6,37.8499973562082
499,"APD 50",13.3,-4.39999969266356
499,"APD 90",45.3,-60.2999957880939
500,"APD 20",1.5,38.0499973422383
500,"APD 50",13.4,-4.29999969964848
500,"APD 90",45.3,-60.3499957846014
501,"APD 20",1.5,38.0499973422383
501,"APD 50",13.3,-4.24999970314094
501,"APD 90",44.8,-60.3999957811089
502,"APD 20",1.5,37.9499973492232
502,"APD 50",13.1,-4.24999970314094
502,"APD 90",45,-60.3499957846014
503,"APD 20",1.6,37.4999973806554
503,"APD 50",13.2,-4.49999968567865
503,"APD 90",45.1,-60.3499957846014
504,"APD 20",1.6,37.7499973631931
504,"APD 50",13.1,-3.99999972060324
504,"APD 90",45.3,-60.3499957846014
505,"APD 20",1.5,37.8999973527157
505,"APD 50",13.4,-4.34999969615602
505,"APD 90",45.5,-60.499995774124
