"Sweep (n)","APD","APD value (ms)","APD value (mV)"
382,"APD 20",0.800000000000001,42.0999970593491
382,"APD 50",5.7,-1.34999990570359
382,"APD 90",34.5,-60.0999958020637
383,"APD 20",0.800000000000001,42.1499970558566
383,"APD 50",5.7,-1.14999991967343
383,"APD 90",34.4,-60.1499957985712
384,"APD 20",0.800000000000001,42.0499970628416
384,"APD 50",5.7,-1.44999989871867
384,"APD 90",34.5,-60.0499958055562
385,"APD 20",0.7,43.9499969301281
385,"APD 50",5.7,-0.799999944120648
385,"APD 90",34.9,-59.849995819526
386,"APD 20",0.7,43.9499969301281
386,"APD 50",5.6,-0.699999951105567
386,"APD 90",34.7,-59.849995819526
387,"APD 20",0.7,44.1499969161583
387,"APD 50",5.8,-1.34999990570359
387,"APD 90",34.5,-59.9499958125411
388,"APD 20",0.800000000000001,41.999997066334
388,"APD 50",5.8,-1.54999989173376
388,"APD 90",34.8,-59.9499958125411
389,"APD 20",0.800000000000001,41.6999970872888
389,"APD 50",5.7,-1.14999991967343
389,"APD 90",34.9,-59.7999958230185
390,"APD 20",0.800000000000001,41.6499970907812
390,"APD 50",5.7,-1.04999992665835
390,"APD 90",34.9,-59.7499958265109
391,"APD 20",0.800000000000001,41.6499970907812
391,"APD 50",5.7,-1.09999992316589
391,"APD 90",35.1,-59.7999958230185
