"Sweep (n)","APD","APD value (ms)","APD value (mV)"
51,"APD 20",52.8,23.8769519909056
51,"APD 50",86.8,-12.1612543051839
51,"APD 90",284.6,-60.614010792864
52,"APD 20",49.8,23.6022938008262
52,"APD 50",84.4,-12.0208734524766
52,"APD 90",281.2,-59.4940157288734
53,"APD 20",51,23.8281238682248
53,"APD 50",86.8,-12.1093744248356
53,"APD 90",282.6,-59.875485437317
54,"APD 20",51.8,24.2004383036659
54,"APD 50",88.2,-11.8469232654263
54,"APD 90",285.6,-59.780880949623
55,"APD 20",51.4,23.7701404725414
55,"APD 50",87,-11.8865961151045
55,"APD 90",283.4,-59.4573946368628
