"Sweep (n)","APA (mV)"
277,127.024991127407
278,127.4774910958
279,127.214991114135
280,127.567491089513
281,127.61249108637
282,127.079991123565
283,127.519991092831
284,127.60749108672
285,127.609991086545
286,126.789991143821
