"Sweep (n)","APD","APD value (ms)","APD value (mV)"
746,"APD 20",1.4,19.799998616986
746,"APD 50",7.2,-17.0999988055789
746,"APD 90",34.9,-67.1999953061345
747,"APD 20",1.4,20.3999985750765
747,"APD 50",7.4,-17.3999987846241
747,"APD 90",34.9,-67.2999952991495
748,"APD 20",1.4,19.799998616986
748,"APD 50",7.3,-17.1999987985939
748,"APD 90",34.9,-67.1999953061345
749,"APD 20",1.4,19.9999986030162
749,"APD 50",7.3,-17.2499987951015
749,"APD 90",34.9,-67.1499953096269
750,"APD 20",1.3,20.5499985645992
750,"APD 50",7.2,-17.3999987846241
750,"APD 90",34.9,-67.1999953061345
