"Sweep (n)","APD","APD value (ms)","APD value (mV)"
246,"APD 20",2,27.6499980686699
246,"APD 50",10.6,-12.1499991513323
246,"APD 90",32,-65.4999954248781
247,"APD 20",2,27.5999980721624
247,"APD 50",10.7,-12.0999991548248
247,"APD 90",32,-65.4499954283705
248,"APD 20",2,27.9999980442227
248,"APD 50",10.7,-11.749999179272
248,"APD 90",32,-65.4499954283705
249,"APD 20",2,27.6999980651774
249,"APD 50",10.7,-12.1499991513323
249,"APD 90",31.8,-65.4999954248781
250,"APD 20",2,28.0999980372378
250,"APD 50",10.8,-12.0999991548248
250,"APD 90",31.9,-65.5499954213856
