"Sweep (n)","APD","APD value (ms)","APD value (mV)"
771,"APD 20",0.7,32.9499976984692
771,"APD 50",7.9,-7.69999946216124
771,"APD 90",34.2,-60.3499957846014
772,"APD 20",0.800000000000001,30.5999978626148
772,"APD 50",7.8,-8.04999943771402
772,"APD 90",34.2,-60.3999957811089
773,"APD 20",0.800000000000001,30.7499978521374
773,"APD 50",7.9,-7.6499994656537
773,"APD 90",34.3,-60.3499957846014
774,"APD 20",0.800000000000001,30.6999978556299
774,"APD 50",8.1,-7.94999944469894
774,"APD 90",34.2,-60.3499957846014
775,"APD 20",0.800000000000001,30.8499978451525
775,"APD 50",7.9,-8.04999943771402
775,"APD 90",34.2,-60.3999957811089
