"Sweep (n)","APD","APD value (ms)","APD value (mV)"
595,"APD 20",1.2,22.3499984388706
595,"APD 50",7,-15.44999892083
595,"APD 90",33,-66.2499953724912
596,"APD 20",1.2,22.0499984598254
596,"APD 50",7,-15.6999989033677
596,"APD 90",32.9,-66.1499953794761
597,"APD 20",1.2,21.6999984842726
597,"APD 50",7,-15.5999989103526
597,"APD 90",33,-66.1499953794761
598,"APD 20",1.1,22.849998403946
598,"APD 50",7.1,-15.8499988928903
598,"APD 90",33,-66.1499953794761
599,"APD 20",1.2,22.0999984563329
599,"APD 50",7,-15.8499988928903
599,"APD 90",32.9,-66.1999953759836
