"Sweep (n)","APD","APD value (ms)","APD value (mV)"
506,"APD 20",1,39.3999972479419
506,"APD 50",5.9,-2.44999982886949
506,"APD 90",35.7,-59.6999958300034
507,"APD 20",1,39.5499972374645
507,"APD 50",5.9,-2.44999982886949
507,"APD 90",35.7,-59.8999958160335
508,"APD 20",1,39.4499972444495
508,"APD 50",5.9,-2.89999979743735
508,"APD 90",36,-59.849995819526
509,"APD 20",1,39.3499972514344
509,"APD 50",5.9,-2.59999981839211
509,"APD 90",36.1,-59.8999958160335
510,"APD 20",1,39.3999972479419
510,"APD 50",6,-2.69999981140719
510,"APD 90",36,-59.8999958160335
