"Sweep (n)","APD","APD value (ms)","APD value (mV)"
341,"APD 20",1.1,21.0499985296746
341,"APD 50",7.6,-16.5499988439959
341,"APD 90",41.1,-66.4499953585213
342,"APD 20",1.1,20.8999985401519
342,"APD 50",7.7,-16.649998837011
342,"APD 90",41.1,-66.4499953585213
343,"APD 20",1.1,20.8499985436444
343,"APD 50",7.6,-16.2499988649507
343,"APD 90",41.1,-66.4499953585213
344,"APD 20",1.1,20.6499985576142
344,"APD 50",7.6,-16.4499988509808
344,"APD 90",41.1,-66.3999953620138
345,"APD 20",1.1,21.1499985226896
345,"APD 50",7.5,-16.4499988509808
345,"APD 90",41,-66.3999953620138
