"Sweep (n)","APD","APD value (ms)","APD value (mV)"
7,"APD 20",1.4,27.3499980896247
7,"APD 50",11.7,-9.34999934691008
7,"APD 90",39.8,-58.649995903345
8,"APD 20",1.4,27.8999980512076
8,"APD 50",11.5,-9.19999935738745
8,"APD 90",40.1,-58.649995903345
9,"APD 20",1.4,27.5999980721624
9,"APD 50",11.4,-9.29999935040254
9,"APD 90",40.1,-58.7999958928676
10,"APD 20",1.4,27.2999980931171
10,"APD 50",11.6,-9.39999934341762
10,"APD 90",40.7,-58.6999958998526
11,"APD 20",1.4,27.749998061685
11,"APD 50",11.9,-9.19999935738745
11,"APD 90",40.5,-58.649995903345
