"Sweep (n)","APD","APD value (ms)","APD value (mV)"
8,"APD 20",3.1,30.8499978451525
8,"APD 50",27.8,-8.44999940977435
8,"APD 90",53.4,-60.9499957426919
9,"APD 20",3.1,30.7499978521374
9,"APD 50",28.1,-8.54999940278943
9,"APD 90",53.6,-60.8499957496768
10,"APD 20",3.1,30.89999784166
10,"APD 50",27.9,-8.34999941675927
10,"APD 90",53.5,-60.7499957566617
11,"APD 20",3.1,30.5999978626148
11,"APD 50",26.8,-8.69999939231205
11,"APD 90",52.3,-60.6999957601542
12,"APD 20",3,30.799997848645
12,"APD 50",26.7,-8.34999941675927
12,"APD 90",52.5,-60.7499957566617
