"Sweep (n)","APD","APD value (ms)","APD value (mV)"
69,"APD 20",4.6,29.9499979080168
69,"APD 50",18.8,-9.19999935738745
69,"APD 90",38.5,-60.8499957496768
70,"APD 20",4.5,30.0999978975394
70,"APD 50",18.7,-8.84999938183467
70,"APD 90",38.6,-60.6999957601542
71,"APD 20",4.6,30.1499978940469
71,"APD 50",18.8,-8.89999937834221
71,"APD 90",38.5,-60.8499957496768
72,"APD 20",4.7,29.7499979219866
72,"APD 50",19,-9.04999936786483
72,"APD 90",38.8,-60.8999957461843
73,"APD 20",4.5,30.1999978905545
73,"APD 50",19,-8.94999937484975
73,"APD 90",38.8,-60.7999957531693
