"Sweep (n)","APD","APD value (ms)","APD value (mV)"
115,"APD 20",2.5,32.649997719424
115,"APD 50",14.9,-4.34999969615602
115,"APD 90",47.2,-53.8499962386211
116,"APD 20",2.5,32.8999977019617
116,"APD 50",15,-4.14999971012586
116,"APD 90",46.7,-53.8999962351287
117,"APD 20",2.5,32.8999977019617
117,"APD 50",15.2,-4.1999997066334
117,"APD 90",47.1,-53.7999962421136
118,"APD 20",2.4,32.8999977019617
118,"APD 50",14.9,-4.29999969964848
118,"APD 90",46.8,-53.8499962386211
119,"APD 20",2.5,32.5499977264089
119,"APD 50",14.7,-4.29999969964848
119,"APD 90",46.8,-53.7999962421136
