"Sweep (n)","APD","APD value (ms)","APD value (mV)","Absolute Time (s)"
1,"APD 20",50.3,26.4282214009768,408.6
1,"APD 50",87.4,-4.45556619462196,445.7
1,"APD 90",128.15,-45.6542947065374,486.45
2,"APD 20",51.0500000000001,26.1840807875729,735.05
2,"APD 50",87.5,-4.76074196137689,771.5
2,"APD 90",128.85,-46.0815407799943,812.85
3,"APD 20",52.1500000000001,26.1840807875729,1066.25
3,"APD 50",89.7,-4.76074196137689,1103.8
3,"APD 90",131.6,-45.7763650132393,1145.7
4,"APD 20",49.8,26.0620104808709,1386.9
4,"APD 50",87.3999999999999,-4.63867165467492,1424.5
4,"APD 90",129.4,-45.6542947065374,1466.5
5,"APD 20",52.75,26.0620104808709,1710.8
5,"APD 50",90.8499999999999,-4.39453104127098,1748.9
5,"APD 90",132.1,-45.2270486330805,1790.15
6,"APD 20",48.3,26.2451159409239,2031.65
6,"APD 50",87.6500000000001,-4.45556619462196,2071
6,"APD 90",128.95,-45.3491189397824,2112.3
7,"APD 20",49.25,25.4516589473611,2348.3
7,"APD 50",88.25,-4.76074196137689,2387.3
7,"APD 90",129.5,-45.2270486330805,2428.55
8,"APD 20",52.4000000000001,26.2451159409239,2669.35
8,"APD 50",88,-4.33349588791999,2704.95
8,"APD 90",129.6,-45.1660134797295,2746.55
9,"APD 20",50.7999999999997,25.695799560765,2987.15
9,"APD 50",88.6499999999996,-4.6997068080259,3025
9,"APD 90",130.7,-45.1660134797295,3067.05
10,"APD 20",49.6500000000001,24.9633777205532,3301.45
10,"APD 50",85.6500000000001,-5.1269528814828,3337.45
10,"APD 90",129.15,-45.1660134797295,3380.95
11,"APD 20",50.8500000000004,25.634764407414,3616.1
11,"APD 50",89.7000000000003,-4.39453104127098,3654.95
11,"APD 90",132.95,-44.3115213328157,3698.2
12,"APD 20",50.0999999999999,25.3906237940101,3914.3
12,"APD 50",87.8499999999999,-4.15039042786703,3952.05
12,"APD 90",129,-43.7011697993058,3993.2
13,"APD 20",54.3500000000004,25.817869867467,4234.7
13,"APD 50",89.9499999999998,-4.08935527451605,4270.3
13,"APD 90",130.6,-43.7622049526568,4310.95
14,"APD 20",54.5500000000002,25.3295886406591,4547.7
14,"APD 50",88.1000000000004,-4.82177711472788,4581.25
14,"APD 90",129.25,-44.8608377129745,4622.4
15,"APD 20",48.75,25.5126941007121,4843
15,"APD 50",85.6499999999996,-4.57763650132393,4879.9
15,"APD 90",127.25,-44.7387674062726,4921.5
16,"APD 20",50.5499999999993,26.3061510942749,5149.05
16,"APD 50",89.3999999999996,-3.78417950776112,5187.9
16,"APD 90",131.599999999999,-43.9453104127098,5230.1
17,"APD 20",53.4499999999998,26.1230456342219,5452.65
17,"APD 50",90.2999999999993,-4.02832012116506,5489.5
17,"APD 90",131.15,-44.3115213328157,5530.35
18,"APD 20",55.8000000000002,26.1840807875729,5761.55
18,"APD 50",94,-4.08935527451605,5799.75
18,"APD 90",134.75,-44.4946267928686,5840.5
19,"APD 20",63.6500000000005,26.2451159409239,6071.45
19,"APD 50",101.6,-3.96728496781408,6109.4
19,"APD 90",142.7,-44.1284158727627,6150.5
20,"APD 20",61.4499999999998,26.9165026277847,6392.55
20,"APD 50",100.95,-3.35693343430422,6432.05
20,"APD 90",140.4,-43.7011697993058,6471.5
21,"APD 20",61,26.5502917076788,6702.45
21,"APD 50",100.599999999999,-3.72314435441013,6742.05
21,"APD 90",141.299999999999,-44.1894510261137,6782.75
22,"APD 20",65,27.0385729344867,7013.15
22,"APD 50",102.25,-3.29589828095323,7050.4
22,"APD 90",140.75,-43.8232401060078,7088.9
23,"APD 20",65.25,27.4047838545926,7319.05
23,"APD 50",104.7,-3.35693343430422,7358.5
23,"APD 90",144.7,-44.3115213328157,7398.5
24,"APD 20",63.5,28.0761705414535,7629.55
24,"APD 50",102.25,-2.68554674744337,7668.3
24,"APD 90",142.65,-43.7622049526568,7708.7
25,"APD 20",59.9499999999998,27.1606432411887,7937.25
25,"APD 50",101.25,-3.4179685876552,7978.55
25,"APD 90",141.65,-44.1284158727627,8018.95
26,"APD 20",63.5,26.9775377811357,8251.7
26,"APD 50",101.550000000001,-3.4179685876552,8289.75
26,"APD 90",141.75,-43.6401346459548,8329.95
27,"APD 20",62.8500000000004,27.2827135478906,8560.05
27,"APD 50",102.300000000001,-3.29589828095323,8599.5
27,"APD 90",143.25,-43.9453104127098,8640.45
28,"APD 20",63.8999999999996,27.4658190079436,8867.35
28,"APD 50",103.700000000001,-3.17382797425126,8907.15
28,"APD 90",143.35,-44.0063455660607,8946.8
29,"APD 20",61.5499999999993,27.5268541612946,9181.3
29,"APD 50",100.5,-3.11279282090027,9220.25
29,"APD 90",140.349999999999,-43.9453104127098,9260.1
30,"APD 20",62.5500000000011,26.4892565543278,9483
30,"APD 50",102.6,-3.8452146611121,9523.05
30,"APD 90",143.700000000001,-44.2504861794647,9564.15
31,"APD 20",64.8999999999996,27.1606432411887,9790.9
31,"APD 50",104.949999999999,-3.11279282090027,9830.95
31,"APD 90",146.699999999999,-43.6401346459548,9872.7
32,"APD 20",56.75,27.3437487012416,10095.85
32,"APD 50",95.9000000000015,-3.11279282090027,10135
32,"APD 90",136.1,-43.8232401060078,10175.2
33,"APD 20",56.6499999999996,26.5502917076788,10392.1
33,"APD 50",94.5,-3.60107404770816,10429.95
33,"APD 90",135.050000000001,-43.6401346459548,10470.5
34,"APD 20",58.25,26.7944323210828,10694.25
34,"APD 50",95.75,-3.54003889435718,10731.75
34,"APD 90",136.099999999999,-44.0063455660607,10772.1
35,"APD 20",58.8500000000004,26.5502917076788,10990.15
35,"APD 50",96.5,-3.47900374100619,11027.8
35,"APD 90",136.449999999999,-43.6401346459548,11067.75
36,"APD 20",55.9500000000007,25.756834714116,11283.8
36,"APD 50",94.25,-4.02832012116506,11322.1
36,"APD 90",135.050000000001,-43.8232401060078,11362.9
37,"APD 20",55.8500000000004,26.4892565543278,11571.65
37,"APD 50",94.5499999999993,-3.66210920105915,11610.35
37,"APD 90",137.25,-43.8842752593588,11653.05
38,"APD 20",50.2000000000007,26.0620104808709,11861.7
38,"APD 50",88.75,-3.8452146611121,11900.25
38,"APD 90",131.35,-43.7622049526568,11942.85
39,"APD 20",54.6000000000004,24.9633777205532,12157.7
39,"APD 50",90.6499999999996,-4.51660134797295,12193.75
39,"APD 90",132.85,-43.8232401060078,12235.95
40,"APD 20",55.8000000000011,25.878905020818,12458.3
40,"APD 50",94.1000000000004,-4.02832012116506,12496.6
40,"APD 90",136.5,-43.7011697993058,12539
41,"APD 20",55.5499999999993,26.2451159409239,12747.75
41,"APD 50",93.4500000000007,-3.60107404770816,12785.65
41,"APD 90",134.700000000001,-43.5180643392529,12826.9
42,"APD 20",54.6999999999989,25.817869867467,13047.25
42,"APD 50",93.25,-3.96728496781408,13085.8
42,"APD 90",136.299999999999,-43.5790994926038,13128.85
43,"APD 20",56.8000000000011,25.573729254063,13343.05
43,"APD 50",92.2000000000007,-3.8452146611121,13378.45
43,"APD 90",136.050000000001,-43.3959940325509,13422.3
44,"APD 20",52.7999999999993,25.756834714116,13638.35
44,"APD 50",87.3500000000004,-3.8452146611121,13672.9
44,"APD 90",128.299999999999,-43.2128885724979,13713.85
45,"APD 20",56.0500000000011,25.939940174169,13934.15
45,"APD 50",94.1499999999996,-3.60107404770816,13972.25
45,"APD 90",136.65,-42.907712805743,14014.75
46,"APD 20",51.0499999999993,25.3295886406591,14222.95
46,"APD 50",85.8999999999996,-4.272460734569,14257.8
46,"APD 90",128.349999999999,-43.5180643392529,14300.25
47,"APD 20",57.2000000000007,25.634764407414,14522.55
47,"APD 50",97.3000000000011,-3.90624981446309,14562.65
47,"APD 90",140.450000000001,-43.2739237258489,14605.8
48,"APD 20",59.7000000000007,25.0854480272552,14845.05
48,"APD 50",99.1000000000004,-4.57763650132393,14884.45
48,"APD 90",146.1,-44.0673807194117,14931.45
49,"APD 20",60.5,25.634764407414,15166.65
49,"APD 50",102.849999999999,-4.02832012116506,15209
49,"APD 90",150.25,-43.7011697993058,15256.4
50,"APD 20",56.0999999999985,24.7802722605002,15482.4
50,"APD 50",93.4499999999989,-4.57763650132393,15519.75
50,"APD 90",140.049999999999,-43.7011697993058,15566.35
51,"APD 20",54.3999999999996,24.5361316470963,15773.75
51,"APD 50",93.8999999999996,-4.33349588791999,15813.25
51,"APD 90",140.799999999999,-42.846677652392,15860.15
52,"APD 20",49.6499999999996,23.0712879666726,16049.9
52,"APD 50",85.3000000000011,-5.1269528814828,16085.55
52,"APD 90",130.450000000001,-42.846677652392,16130.7
53,"APD 20",48.8500000000004,22.6440418932157,16327.6
53,"APD 50",84.6499999999996,-5.1269528814828,16363.4
53,"APD 90",128.15,-42.2973612722331,16406.9
54,"APD 20",50.4000000000015,22.1557606664078,16609.05
54,"APD 50",84.7000000000007,-5.43212864823773,16643.35
54,"APD 90",128,-42.0532206588292,16686.65
55,"APD 20",45.2000000000007,22.0947255130569,16881.85
55,"APD 50",79.6500000000015,-5.49316380158872,16916.3
55,"APD 90",123.299999999999,-42.1752909655312,16959.95
56,"APD 20",45.9000000000015,22.2167958197588,17154.75
56,"APD 50",81.0499999999993,-5.18798803483379,17189.9
56,"APD 90",124.650000000001,-41.7480448920743,17233.5
57,"APD 20",47.4500000000007,22.7050770465667,17436.5
57,"APD 50",83.8999999999978,-5.06591772813182,17472.95
57,"APD 90",128.75,-41.9921855054782,17517.8
58,"APD 20",47.0499999999993,22.5830067398647,17715.8
58,"APD 50",84.75,-5.24902318818478,17753.5
58,"APD 90",129.799999999999,-42.3583964255841,17798.55
59,"APD 20",52.3999999999978,23.6816395001825,18004.45
59,"APD 50",88.4500000000007,-4.6997068080259,18040.5
59,"APD 90",132.700000000001,-42.4194315789351,18084.75
60,"APD 20",48.5999999999985,23.9868152669374,18288.6
60,"APD 50",84.4499999999971,-4.51660134797295,18324.45
60,"APD 90",128.299999999999,-42.4194315789351,18368.3
61,"APD 20",47.25,23.6816395001825,18569.95
61,"APD 50",80.9500000000007,-4.76074196137689,18603.65
61,"APD 90",125.5,-42.72460734569,18648.2
62,"APD 20",47,22.8881825066197,18843.8
62,"APD 50",82.3499999999985,-4.94384742142985,18879.15
62,"APD 90",124.299999999999,-42.1142558121802,18921.1
63,"APD 20",49.6499999999978,23.4985340401295,19125.95
63,"APD 50",83.7999999999993,-4.6997068080259,19160.1
63,"APD 90",127.200000000001,-42.2973612722331,19203.5
64,"APD 20",48.8500000000022,24.3530261870433,19399.8
64,"APD 50",85.1000000000022,-4.272460734569,19436.05
64,"APD 90",129,-42.6025370389881,19479.95
65,"APD 20",50.7000000000007,24.4750964937453,19689.25
65,"APD 50",86.5999999999985,-4.33349588791999,19725.15
65,"APD 90",129.399999999998,-42.4804667322861,19767.95
66,"APD 20",56.9000000000015,24.9633777205532,19981.5
66,"APD 50",92,-3.96728496781408,20016.6
66,"APD 90",132.299999999999,-42.2973612722331,20056.9
67,"APD 20",55.5500000000029,25.3906237940101,20271
67,"APD 50",92.3500000000022,-3.78417950776112,20307.8
67,"APD 90",134.150000000001,-42.72460734569,20349.6
68,"APD 20",57.4500000000007,25.5126941007121,20570.65
68,"APD 50",93.75,-3.72314435441013,20606.95
68,"APD 90",135.450000000001,-42.5415018856371,20648.65
69,"APD 20",56.3500000000022,25.817869867467,20854
69,"APD 50",94.1000000000022,-3.54003889435718,20891.75
69,"APD 90",135.650000000001,-42.5415018856371,20933.3
70,"APD 20",57.9500000000007,26.0620104808709,21143.3
70,"APD 50",95,-3.29589828095323,21180.35
70,"APD 90",135.549999999999,-42.4194315789351,21220.9
71,"APD 20",55.7999999999993,25.756834714116,21427.3
71,"APD 50",92.5999999999985,-3.60107404770816,21464.1
71,"APD 90",135.75,-42.785642499041,21507.25
72,"APD 20",57.0499999999993,25.939940174169,21715.45
72,"APD 50",94.7000000000007,-3.29589828095323,21753.1
72,"APD 90",135.900000000001,-42.1142558121802,21794.3
73,"APD 20",55.4499999999971,25.878905020818,21994
73,"APD 50",92.9499999999971,-3.35693343430422,22031.5
