"Sweep (n)","APD","APD value (ms)","APD value (mV)"
108,"APD 20",1.2,33.7499976425898
108,"APD 50",9.5,-10.1999992875383
108,"APD 90",35,-68.4999952153305
109,"APD 20",1.2,33.6499976495748
109,"APD 50",9.6,-9.94999930500056
109,"APD 90",35.1,-68.4999952153305
110,"APD 20",1.2,33.6499976495748
110,"APD 50",9.5,-10.0499992980156
110,"APD 90",35,-68.4999952153305
111,"APD 20",1.2,33.7999976390974
111,"APD 50",9.8,-10.1499992910307
111,"APD 90",35.2,-68.2999952293003
112,"APD 20",1.2,33.3999976670371
112,"APD 50",9.5,-9.9999993015081
112,"APD 90",35.2,-68.3499952258079
