"Sweep (n)","APD","APD value (ms)","APD value (mV)"
172,"APD 20",1.3,35.2999975343236
172,"APD 50",12.7,-6.14999957042748
172,"APD 90",34.8,-61.2999957182447
173,"APD 20",1.4,34.9499975587708
173,"APD 50",12.8,-5.94999958439732
173,"APD 90",35.2,-61.1999957252296
174,"APD 20",1.4,34.7999975692482
174,"APD 50",13,-6.54999954248781
174,"APD 90",35.2,-61.2499957217371
175,"APD 20",1.4,34.9499975587708
175,"APD 50",13,-6.34999955645765
175,"APD 90",35.1,-61.3999957112597
176,"APD 20",1.4,34.2999976041728
176,"APD 50",13.2,-7.04999950756321
176,"APD 90",35.1,-61.4999957042748
