"Sweep (n)","APD","APD value (ms)","APD value (mV)"
164,"APD 20",1.3,27.1499981035945
164,"APD 50",6.8,-10.1499992910307
164,"APD 90",29.8,-60.6999957601542
165,"APD 20",1.3,27.4499980826397
165,"APD 50",6.9,-10.2499992840458
165,"APD 90",29.9,-60.6999957601542
166,"APD 20",1.3,27.2499980966096
166,"APD 50",6.8,-10.2499992840458
166,"APD 90",29.9,-60.6999957601542
167,"APD 20",1.2,28.0999980372378
167,"APD 50",6.8,-10.3499992770609
167,"APD 90",29.9,-60.6999957601542
168,"APD 20",1.3,27.3499980896247
168,"APD 50",6.9,-10.3499992770609
168,"APD 90",30.1,-60.6499957636466
