"Sweep (n)","Negative dV/dt max x (ms)","Negative dV/dt max y (V/s)"
342,5.4,-29.4999979394487
343,5.3,-27.9999980442231
344,5.3,-28.4999980092985
345,5.4,-27.9999980442226
346,5.3,-27.4999980791477
