"Sweep (n)","Negative dV/dt max x (ms)","Negative dV/dt max y (V/s)"
717,5.4,-48.499996612314
718,5.4,-48.4999966123141
719,5.4,-49.4999965424649
720,5.4,-49.4999965424648
721,5.4,-48.4999966123141
