"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
173,11.4,364.499974539972
174,11.4,366.499974400273
175,11.4,356.031225131507
176,11.4,346.999975762332
177,11.4,353.999975273388
