"Sweep (n)","APD","APD value (ms)","APD value (mV)","Absolute Time (s)"
1,"APD 20",38.35,22.2778309731098,486.4
1,"APD 50",75.75,-6.77490202195942,523.8
1,"APD 90",120.3,-45.3491189397824,568.35
2,"APD 20",42,23.6206043468315,796.85
2,"APD 50",80.45,-6.46972625520449,835.3
2,"APD 90",126.95,-46.6308571601531,881.8
3,"APD 20",42.5,23.0712879666726,1128.85
3,"APD 50",80.8499999999999,-6.34765594850252,1167.2
3,"APD 90",126.6,-45.6542947065374,1212.95
4,"APD 20",40.3999999999999,22.2167958197588,1443.2
4,"APD 50",77.0999999999999,-7.08007778871435,1479.9
4,"APD 90",124.1,-46.3256813933982,1526.9
5,"APD 20",40.5999999999999,22.0336903597059,1778.7
5,"APD 50",76,-6.95800748201238,1814.1
5,"APD 90",122.25,-45.4101540931334,1860.35
6,"APD 20",41.5,22.5830067398647,2107.1
6,"APD 50",79,-6.77490202195942,2144.6
6,"APD 90",123.45,-45.7763650132393,2189.05
7,"APD 20",41.4000000000001,22.5219715865138,2439.05
7,"APD 50",78.8500000000004,-6.77490202195942,2476.5
7,"APD 90",124.85,-45.7763650132393,2522.5
8,"APD 20",42.0999999999999,22.6440418932157,2767.35
8,"APD 50",79.4499999999998,-6.53076140855548,2804.7
8,"APD 90",126.2,-45.4711892464844,2851.45
9,"APD 20",40.7000000000003,21.8505848996529,3087.2
9,"APD 50",77.0500000000002,-6.59179656190646,3123.55
9,"APD 90",122.45,-44.5556619462196,3168.95
10,"APD 20",38.5499999999997,21.2402333661431,3417.15
10,"APD 50",74.25,-7.14111294206534,3452.85
10,"APD 90",122.25,-45.0439431730275,3500.85
11,"APD 20",39.8499999999999,21.2402333661431,3740.5
11,"APD 50",75.9500000000003,-6.89697232866139,3776.6
11,"APD 90",123.9,-44.1284158727627,3824.55
12,"APD 20",38.6999999999998,21.301268519494,4059.6
12,"APD 50",74.9000000000001,-6.59179656190646,4095.8
12,"APD 90",120.3,-44.0673807194117,4141.2
13,"APD 20",36.5,20.4467763725802,4390.45
13,"APD 50",72.5999999999995,-7.44628870882026,4426.55
13,"APD 90",122.4,-44.6166970995706,4476.35
14,"APD 20",35.1499999999996,18.6157217720507,4747.6
14,"APD 50",67.5500000000002,-7.93456993562815,4780
14,"APD 90",116.849999999999,-43.5180643392529,4829.3
15,"APD 20",35.6499999999996,20.2026357591763,5073.6
15,"APD 50",71.25,-7.01904263536336,5109.2
15,"APD 90",114.5,-43.5180643392529,5152.45
16,"APD 20",37.75,20.0195302991233,5387.7
16,"APD 50",71.1499999999996,-7.62939416887322,5421.1
