"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
181,5.6,207.999985471371
182,5.6,201.499985925391
183,5.6,201.999985890466
184,5.6,204.999985680919
185,5.6,195.499986344486
