"File Name","Ediast (mV)","Peak (mV)","APA (mV)","dV/dt max y (V/s)","Negative dV/dt max y (V/s)","STV","APD 20 (ms)","APD 50 (ms)","APD 90 (ms)"
"18703015",-70.7614950573666,38.5199973094092,109.281492366776,122.399991450459,-40.8181789670647,14.1256364655033,13.77,38.02,72.44
"18703022",-71.285245020783,45.2699968379272,116.55524185871,155.499989138451,-31.2999978137202,0.791959594928933,6.32,35.69,89.5
"18703027",-77.1277446126892,55.4149961293071,132.542740741996,243.699982977755,-49.7499965250032,0.353553390593274,0.72,8.81,40.81
"18703031",-75.0297447592328,8.25999942304569,83.2897441822785,103.399992777594,-9.13636299819604,0.174419672692682,2.5,8.07,30.51
"18703035",-76.765494637992,59.2349958624832,136.000490500475,272.249980983557,-41.3999971082433,0.947523086789975,1.75,18.99,58.51
"18703039",-76.0074946909377,34.3349976017281,110.342492292666,182.849987228075,-31.6499977892729,3.75237998549661,6.61,33.11,80.54
"18704005",-74.9044947679814,47.549996678671,122.454491446652,154.049989239732,-48.9499965808819,0.443120249543571,0.719999999999999,11.33,50.66
"18704014",-71.430229385656,52.1549963570155,123.585225742672,170.349988101191,-53.9499962316361,0.412478955692152,0.6,6.06,33.89
"18704021",-76.2764946721483,47.4599966849575,123.736491357106,353.003100343016,-9.94999930500062,0.287556757682531,4.66,15.23,33.79
"18710005",-75.6632447149833,43.6599969503844,119.323241665368,255.899982125591,-16.4999988474885,0.426621091315883,2.2,11.27,47.19
"18710012",-82.8544942126803,47.6749966699399,130.52949088262,311.549978238487,-39.5454517832364,0.492617724226628,1.12,10.27,42.33
"18710020",-64.2419955127483,64.5699954898378,128.811991002586,223.049984420138,-51.2499964202293,0.280485689870664,0.63,5.29,28.47
"18710024",-85.136744053267,35.9299974903186,121.066741543586,227.549984105816,-37.4999973806555,0.266343554246933,0.91,7.59,33.63
