"Sweep (n)","RR (ms)"
1,NA
2,340.9
3,432.25
4,308.35
5,703.85
6,433
7,810.3
8,472.75
9,446.3
10,417.7
11,474.8
12,530.499999999999
13,564.700000000001
14,507.599999999999
15,554.6
16,489
17,604.199999999999
18,729.900000000001
19,531.25
20,523.75
21,576.299999999999
22,511.65
23,671.950000000001
24,609.049999999999
25,968.5
26,607.35
27,514.949999999999
28,523.550000000001
29,766.449999999999
30,652.550000000001
31,574.200000000001
32,505.549999999999
33,810.149999999998
34,441.450000000001
35,458.700000000001
36,437.5
37,392.5
38,460.650000000001
39,429.199999999997
40,542.650000000001
41,571.849999999999
42,385.400000000001
43,573.099999999999
44,417.100000000002
45,514.549999999999
46,473.450000000001
47,431.649999999998
48,506.299999999999
49,485.100000000002
50,551.5
51,580.599999999999
52,494.400000000001
53,473.299999999999
54,493.5
55,630.849999999999
56,516.400000000001
57,489.099999999999
58,386.800000000003
59,464.399999999998
60,539.950000000001
61,508.799999999999
62,489.75
63,457.349999999999
64,443.400000000001
65,453.599999999999
66,467.5
67,464.950000000004
68,560.949999999997
69,488.199999999997
70,483.650000000001
71,385.200000000004
72,529.899999999994
73,612.700000000004
74,509.400000000001
75,547
76,410.5
77,478.5
78,489.599999999999
79,571.849999999999
80,953.949999999997
81,1217.35000000001
