"Sweep (n)","RR (ms)"
1,NA
2,409.7
3,417.5
4,388.3
5,421.35
6,430.3
7,410.75
8,397
9,407.1
10,427.95
11,407.6
12,407
13,447.349999999999
14,440.1
15,427.9
16,388.05
17,410.05
18,412.65
19,446.8
20,467.2
21,458.65
22,444.050000000001
23,428.15
24,430.9
25,464.799999999999
26,470.35
27,434.200000000001
28,451.5
29,427.299999999999
30,448.950000000001
31,471.549999999999
32,439.85
33,469.6
34,437.349999999999
35,513.200000000001
36,549.299999999999
37,503.050000000001
38,492.799999999999
39,488.950000000001
40,517.399999999998
41,562.150000000001
42,528.900000000001
43,507.849999999999
44,578.349999999999
45,512.300000000003
46,504.949999999997
47,513.550000000003
48,500.949999999997
49,494
50,522.350000000002
51,516.399999999998
52,490.650000000001
53,533.25
54,511.25
55,509.700000000001
56,483.549999999999
57,490.649999999998
58,510.900000000001
59,471.099999999999
60,469.650000000001
61,496.549999999999
62,491.200000000001
63,479.049999999999
64,512.799999999999
65,499.650000000001
66,474.849999999999
67,475.650000000001
68,489.899999999998
69,474.800000000003
70,488.75
71,485.199999999997
72,475.150000000001
73,478.900000000001
74,492.349999999999
75,490.849999999999
76,474.5
77,475.099999999999
78,463.700000000004
79,470.25
80,490.599999999999
81,482.449999999997
82,487.75
83,470.050000000003
84,498.050000000003
85,486.949999999997
86,470.900000000001
87,487.099999999999
88,468.650000000001
89,488.299999999996
90,486.950000000004
91,493.799999999996
92,503.700000000004
93,500.25
94,493
95,496.699999999997
96,476.550000000003
97,472.199999999997
98,480.5
99,458.550000000003
100,483.149999999994
101,473.100000000006
102,563.349999999999
103,574.25
104,479.949999999997
105,480.050000000003
106,462.75
107,468.900000000001
108,475.549999999996
109,499.099999999999
110,494.100000000006
111,474.799999999996
112,493.300000000003
113,490.599999999999
114,469.599999999999
115,461.200000000004
116,488.399999999994
117,485.100000000006
118,469.149999999994
119,487.850000000006
120,500.299999999996
121,475.800000000003
122,490.949999999997
123,482.400000000001
124,486.449999999997
125,471.75
126,474.450000000004
127,451.900000000001
128,455.899999999994
129,474.5
130,477.550000000003
131,468.299999999996
132,465.150000000001
133,470.25
134,466.849999999999
135,475.550000000003
136,465.400000000001
137,467.049999999996
138,475.900000000001
139,485.750000000007
140,484.75
141,482.75
142,484.25
143,473.899999999994
144,472.75
145,474.75
146,476.350000000006
147,464.549999999988
148,457.600000000006
149,481.600000000006
150,485.599999999991
151,480.900000000009
152,484.25
153,497.099999999991
154,484.699999999997
155,489.400000000009
156,456
157,467.25
158,485.899999999994
159,470.100000000006
160,464.349999999991
161,475.300000000003
162,481.949999999997
163,484.100000000006
164,497.449999999997
165,479.75
166,481.199999999997
167,481.600000000006
168,470.75
169,476.550000000003
170,488.449999999997
171,472.949999999997
172,465.75
173,482.550000000003
174,459.300000000003
175,464.949999999997
176,471.199999999997
177,462.449999999997
178,472.700000000012
179,483.199999999997
180,489.5
181,478.5
182,488.599999999991
183,475.150000000009
184,469.599999999991
185,487
186,468.900000000009
187,482.25
188,482.299999999988
189,483.25
190,478.300000000003
191,471.850000000006
192,470.599999999991
193,460
194,479.550000000003
195,488.650000000009
196,479.599999999991
197,445.850000000006
198,473.399999999994
199,473.449999999997
200,470.25
201,483.550000000003
202,465.75
203,471.25
204,478.5
205,468.699999999997
206,469.550000000003
207,453.699999999997
208,461.350000000006
209,453.949999999997
210,469.850000000006
211,468.899999999994
212,477.150000000009
213,467.899999999994
214,479.300000000003
215,458.699999999997
216,463.699999999997
217,460.100000000006
218,455.449999999997
219,488.050000000003
220,457.75
221,471.199999999997
222,455.100000000006
223,462.5
224,457.25
225,452.149999999994
226,463.149999999994
227,468.450000000012
228,484.049999999988
229,478.200000000012
230,469.699999999997
231,474.149999999994
232,468.100000000006
233,474.599999999991
234,463.450000000012
235,470.899999999994
236,457.800000000003
237,466
238,470.899999999994
239,489.150000000009
240,474.25
241,469.299999999988
242,463.350000000006
243,457.350000000006
244,470
245,466.649999999994
246,471.550000000003
247,454.5
248,464.649999999994
249,460.850000000006
250,464.800000000003
251,453.25
252,462.349999999991
253,466.449999999997
254,464.800000000003
255,473.400000000009
256,481.149999999994
257,468.850000000006
258,476.5
259,457.349999999991
260,461.649999999994
261,473.900000000009
262,468.300000000003
263,464.25
264,482.549999999988
265,467.050000000003
266,484.400000000009
267,462.949999999997
268,466.399999999994
269,473.050000000003
270,472.550000000003
271,486.899999999994
272,480.449999999997
273,471.050000000003
274,478
275,468.449999999997
276,464.550000000003
277,468.100000000006
278,472.449999999997
279,462.649999999994
280,483.899999999994
281,465.650000000023
282,480.599999999977
283,470.300000000017
284,473.350000000006
285,462.949999999983
286,454.950000000012
287,471.949999999983
288,482.900000000023
289,483.849999999977
290,472
291,468.650000000023
292,488.849999999977
293,477.300000000017
294,490.600000000006
295,482.75
296,481.399999999994
297,479.600000000006
298,476.299999999988
299,478.549999999988
