"Sweep (n)","APD","APD value (ms)","APD value (mV)"
151,"APD 20",4,27.4499980826397
151,"APD 50",18,-11.3499992072117
151,"APD 90",44.1,-62.899995606486
152,"APD 20",4.1,27.5499980756548
152,"APD 50",17.8,-11.1999992176891
152,"APD 90",44.1,-62.899995606486
153,"APD 20",4.1,27.0499981105794
153,"APD 50",17.9,-11.4999991967343
153,"APD 90",44.2,-62.899995606486
154,"APD 20",4.1,27.3999980861322
154,"APD 50",18,-11.4499992002268
154,"APD 90",44.3,-62.9499956029935
155,"APD 20",4.1,27.3499980896247
155,"APD 50",17.5,-11.4499992002268
155,"APD 90",43.8,-63.0499955960086
