"Sweep (n)","APD","APD value (ms)","APD value (mV)"
26,"APD 20",1,33.0999976879918
26,"APD 50",5.5,-9.04999936786483
26,"APD 90",29.2,-63.8999955366368
27,"APD 20",1.1,31.5999977927656
27,"APD 50",5.5,-8.84999938183467
27,"APD 90",29.2,-63.9499955331443
28,"APD 20",1,33.1999976810069
28,"APD 50",5.4,-8.74999938881959
28,"APD 90",29.4,-63.9499955331443
29,"APD 20",1,32.8999977019617
29,"APD 50",5.5,-9.09999936437237
29,"APD 90",29.4,-63.8999955366368
30,"APD 20",1,32.8999977019617
30,"APD 50",5.4,-9.19999935738745
30,"APD 90",29.2,-63.8499955401292
