"Sweep (n)","APD","APD value (ms)","APD value (mV)"
156,"APD 20",2.3,39.3499972514344
156,"APD 50",31,-2.74999980791473
156,"APD 90",67.4,-58.9499958823903
157,"APD 20",2.3,39.5999972339721
157,"APD 50",30.8,-2.59999981839211
157,"APD 90",68.3,-58.9999958788978
158,"APD 20",2.3,39.6999972269872
158,"APD 50",30.8,-2.69999981140719
158,"APD 90",68.1,-58.9999958788978
159,"APD 20",2.3,39.1999972619118
159,"APD 50",31.2,-2.89999979743735
159,"APD 90",69.2,-58.8999958858827
160,"APD 20",2.3,39.3499972514344
160,"APD 50",31.9,-2.74999980791473
160,"APD 90",69.4,-58.7999958928676
