"Sweep (n)","APD","APD value (ms)","APD value (mV)"
96,"APD 20",2.5,29.7499979219866
96,"APD 50",10.4,-9.29999935040254
96,"APD 90",28.8,-61.699995690305
97,"APD 20",2.5,29.9499979080168
97,"APD 50",10.3,-9.39999934341762
97,"APD 90",28.6,-61.5499957007824
98,"APD 20",2.6,29.7999979184941
98,"APD 50",10.3,-9.09999936437237
98,"APD 90",28.6,-61.699995690305
99,"APD 20",2.4,30.5999978626148
99,"APD 50",10.3,-9.14999936087991
99,"APD 90",28.5,-61.4999957042748
100,"APD 20",2.5,29.6999979254791
100,"APD 50",10.3,-9.24999935389499
100,"APD 90",28.5,-61.5499957007824
