"Sweep (n)","APD","APD value (ms)","APD value (mV)"
87,"APD 20",1.6,32.8999977019617
87,"APD 50",9.2,-8.19999942723664
87,"APD 90",27.4,-62.999995599501
88,"APD 20",1.6,33.1499976844994
88,"APD 50",9.1,-7.99999944120648
88,"APD 90",27.5,-62.9499956029935
89,"APD 20",1.6,33.299997674022
89,"APD 50",9.2,-7.74999945866878
89,"APD 90",27.6,-62.899995606486
90,"APD 20",1.6,33.0499976914843
90,"APD 50",9.2,-8.09999943422156
90,"APD 90",27.6,-62.899995606486
91,"APD 20",1.6,33.2499976775144
91,"APD 50",9.2,-7.79999945517632
91,"APD 90",27.6,-62.999995599501
