"File Name","Ediast (mV)","Peak (mV)","APA (mV)","dV/dt max y (V/s)","Negative dV/dt max y (V/s)","STV","APD 20 (ms)","APD 50 (ms)","APD 90 (ms)"
"18711037",-71.4219950112312,79.3899944546728,150.811989465904,240.099983229206,-95.1999933503585,0.14613540144522,0.490000000000002,2.06,18.46
"18711041",-73.9134948372019,53.4349962676085,127.34849110481,329.699976970727,-28.549998005806,0.205060966544101,1.02,5.42,25.37
"18711045",-69.4039951521868,58.4349959183626,127.838991070549,360.253099836612,-32.7999977089467,0.353553390593274,1.39,9.56,31.73
"18711049",-70.1657450989792,58.4549959169656,128.620741015945,355.499975168614,-46.9499967205803,0.22391714737574,0.649999999999999,3.6,25.16
"18711053",-73.9382448354731,61.2799957196416,135.218240555115,334.749976617989,-65.1499954493252,1.92333044482741,0.53,3.8,21.79
"18711057",-73.2804948814164,52.8249963102165,126.105491191633,321.599977536503,-26.454543606717,0.268700576850889,1.3,6.87,29.91
"18711070",-72.4029949427091,56.6499960430434,129.052990985753,356.949975067335,-36.3999974574895,0.226274169979695,0.82,4.79,23.83
"18712048",-72.6137449279884,50.2599964893797,122.873741417368,316.649977882257,-23.4999983585441,0.176776695296638,1.2,5.78,21.69
"18712052",-76.0542446876723,53.2349962815784,129.289240969251,341.749976129041,-28.199998030253,0.278128667266708,1.12,6.28,22.5
"18712056",-73.5949948594489,58.2049959344279,131.799990793877,377.799973610977,-24.6499982782176,0.294627825494396,3.17,12.15,31.64
"18712060",-69.9349951150969,57.2649960000861,127.199991115183,322.349977484113,-21.1499985226896,0.341768277573498,3.15,15.23,46.57
"18712065",-75.1244947526145,62.6699956225513,137.794490375166,348.549975654066,-38.099997338746,0.518544972870136,1.34,12.96,35.13
"18712069",-72.6362449264168,53.4799962644653,126.116241190882,296.399979296701,-30.3499978800772,0.101351971970072,0.930000000000001,3.9,16.73
"18713032",-79.2262444661106,51.0749964324526,130.301240898563,314.049978063863,-26.7999981280416,0.325269119345812,1.5,10.12,36.78
"18713037",-75.4062447329345,57.5649959791314,132.971240712066,359.699974875248,-36.4499974539969,0.344125300177453,1,6.99,31.54
"18713043",-73.5147448650543,56.9049960252319,130.419740890286,189.599986756593,-43.6999969475906,0.754247233265651,0.95,10.75,45.83
"18716028",-82.9674942047873,68.5999952083456,151.567489413133,320.899977585396,-76.6999946425685,0.535044131097822,0.499999999999998,7.17,42.8
"18716032",-83.0377441998804,58.264995930237,141.302740130117,389.599972786757,-63.5499955610842,0.195632876128278,0.539999999999999,2.8,16.99
"18716036",-83.1682285657662,62.8399956106769,146.008224176443,366.099974428213,-43.8999969336207,0.322912096741857,1.2,9.61,35.75
"18716040",-81.373494316127,53.9649962305885,135.338490546715,383.599973205849,-25.4499982223383,0.634039080463938,1.93,10.54,34.47
"18716045",-83.8239941449615,48.0049966468896,131.828990791851,394.049972475922,-21.3636348714038,0.662323351711399,1.8,8.31,33.61
"18716050",-82.9884942033205,63.4049955712121,146.393489774533,335.349976576075,-50.0999965005558,0.245130350811336,0.899999999999999,10.02,36.41
"18716054",-77.5244945849765,71.8349949823834,149.35948956736,285.899980030115,-53.5999962560837,2.11189225314382,0.83,13.37,57.23
