"Sweep (n)","Peak x (ms)","Peak y (mV)"
328,9.6,39.1999972619118
329,9.6,39.2499972584193
330,9.7,39.3499972514344
331,9.8,39.3499972514344
332,9.9,39.2999972549268
333,9.8,38.9999972758816
334,9.6,39.1999972619118
335,9.7,39.1999972619118
336,9.5,39.0999972688967
337,9.8,39.1499972654042
