"Sweep (n)","Peak x (ms)","Peak y (mV)"
33,8.1,59.5499958404807
34,8.2,59.7999958230185
35,8.1,59.6999958300034
36,8.1,59.4499958474657
37,8.1,59.5499958404807
38,8,59.4999958439732
39,8,59.299995857943
40,8.1,59.7499958265109
41,8,59.4999958439732
42,8.1,59.6999958300034
