"Sweep (n)","APA (mV)"
98,122.452491446792
99,122.477491445046
100,122.63749143387
101,122.787491423393
102,122.784991423567
103,122.662491432124
104,122.707491428981
105,122.377491452031
106,122.617491435267
107,122.60499143614
