"Sweep (n)","APD","APD value (ms)","APD value (mV)"
712,"APD 20",2,20.7499985506293
712,"APD 50",10.8,-15.5999989103526
712,"APD 90",43.4,-63.6499955540991
713,"APD 20",1.9,20.999998533167
713,"APD 50",10.6,-15.3499989278149
713,"APD 90",43.5,-63.6999955506066
714,"APD 20",2,20.5999985611067
714,"APD 50",10.5,-15.3499989278149
714,"APD 90",43.5,-63.8499955401292
715,"APD 20",1.9,21.1499985226896
715,"APD 50",10.7,-15.5999989103526
715,"APD 90",43.9,-63.8999955366368
716,"APD 20",1.9,21.1499985226896
716,"APD 50",10.4,-15.3499989278149
716,"APD 90",43.9,-63.8499955401292
