"Sweep (n)","APD","APD value (ms)","APD value (mV)"
229,"APD 20",1.1,21.4999984982424
229,"APD 50",11.4,-16.5999988405034
229,"APD 90",47.4,-68.1999952362853
230,"APD 20",1.1,21.9999984633178
230,"APD 50",11.8,-16.649998837011
230,"APD 90",47.6,-68.1499952397777
231,"APD 20",1.1,21.649998487765
231,"APD 50",11.8,-16.5499988439959
231,"APD 90",47.8,-68.0499952467626
232,"APD 20",1.1,21.7999984772877
232,"APD 50",11.5,-16.5499988439959
232,"APD 90",47.7,-68.1499952397777
233,"APD 20",1.1,21.8499984737952
233,"APD 50",11.5,-16.649998837011
233,"APD 90",47.7,-68.0999952432702
