"Sweep (n)","APD","APD value (ms)","APD value (mV)"
156,"APD 20",15.3,17.1999987985939
156,"APD 50",38.3,-15.6999989033677
156,"APD 90",73.7,-59.3999958509581
157,"APD 20",15,17.5999987706543
157,"APD 50",38.6,-15.3999989243225
157,"APD 90",73.8,-59.3999958509581
158,"APD 20",14.8,17.7999987566844
158,"APD 50",38.3,-15.1999989382923
158,"APD 90",73.7,-59.3999958509581
159,"APD 20",14.7,17.6999987636693
159,"APD 50",38.6,-15.2999989313074
159,"APD 90",73.7,-59.299995857943
160,"APD 20",14.5,17.8999987496995
160,"APD 50",37.8,-15.1999989382923
160,"APD 90",73.2,-59.299995857943
