"Sweep (n)","APD","APD value (ms)","APD value (mV)"
654,"APD 20",0.6,26.8499981245493
654,"APD 50",6.1,-9.79999931547794
654,"APD 90",33.8,-59.0499958754053
655,"APD 20",0.6,26.3499981594738
655,"APD 50",6.1,-9.59999932944778
655,"APD 90",33.9,-58.9999958788978
656,"APD 20",0.6,25.4999982188457
656,"APD 50",6,-9.84999931198548
656,"APD 90",34,-59.0999958719129
657,"APD 20",0.6,28.5499980058056
657,"APD 50",6.1,-9.14999936087991
657,"APD 90",34,-59.0999958719129
658,"APD 20",0.6,28.0499980407302
658,"APD 50",6,-9.09999936437237
658,"APD 90",34,-59.1499958684204
