"Sweep (n)","APD","APD value (ms)","APD value (mV)"
544,"APD 20",0.8,27.9499980477151
544,"APD 50",9,-10.9499992351514
544,"APD 90",41,-63.8999955366368
545,"APD 20",0.700000000000001,28.949997977866
545,"APD 50",8.8,-10.9999992316589
545,"APD 90",40.8,-63.8999955366368
546,"APD 20",0.699999999999999,29.6999979254791
546,"APD 50",8.9,-10.8999992386438
546,"APD 90",40.9,-63.8499955401292
547,"APD 20",0.700000000000001,28.8499979848509
547,"APD 50",8.8,-10.7999992456288
547,"APD 90",41,-63.8999955366368
548,"APD 20",0.700000000000001,28.6999979953283
548,"APD 50",8.9,-10.9499992351514
548,"APD 90",41,-63.8999955366368
