"Sweep (n)","APD","APD value (ms)","APD value (mV)"
273,"APD 20",5.6,23.8499983340968
273,"APD 50",36,-12.1999991478399
273,"APD 90",88.3,-60.1499957985712
274,"APD 20",5.6,23.1999983794988
274,"APD 50",36.3,-12.2499991443474
274,"APD 90",88.3,-59.7499958265109
275,"APD 20",6.1,21.8999984703027
275,"APD 50",34.5,-12.949999095453
275,"APD 90",88.2,-59.4999958439732
276,"APD 20",6.4,21.0499985296746
276,"APD 50",35,-13.2999990710058
276,"APD 90",90.1,-59.1499958684204
277,"APD 20",7.2,19.4999986379408
277,"APD 50",35.9,-14.249999004649
277,"APD 90",90.3,-59.1499958684204
