"Sweep (n)","APD","APD value (ms)","APD value (mV)"
890,"APD 20",4.9,22.199998449348
890,"APD 50",15.8,-14.4499989906792
890,"APD 90",35.6,-63.6999955506066
891,"APD 20",5,22.4999984283932
891,"APD 50",16.1,-14.3499989976641
891,"APD 90",35.6,-63.6499955540991
892,"APD 20",4.7,22.4999984283932
892,"APD 50",15.7,-14.4999989871867
892,"APD 90",35.5,-63.7999955436217
893,"APD 20",4.9,22.3999984353781
893,"APD 50",15.8,-14.2999990011566
893,"APD 90",35.3,-63.5999955575915
894,"APD 20",4.9,22.4499984318857
894,"APD 50",16,-14.249999004649
894,"APD 90",35.3,-63.5999955575915
