"Sweep (n)","APD","APD value (ms)","APD value (mV)"
344,"APD 20",4.8,25.0499982502778
344,"APD 50",23.5,-11.7999991757796
344,"APD 90",44.5,-60.8999957461843
345,"APD 20",4.9,25.2999982328155
345,"APD 50",23.2,-11.5999991897494
345,"APD 90",44.2,-60.9999957391994
346,"APD 20",4.8,25.249998236308
346,"APD 50",24.1,-11.7999991757796
346,"APD 90",45.1,-60.9999957391994
347,"APD 20",4.6,25.249998236308
347,"APD 50",23.3,-11.749999179272
347,"APD 90",45,-61.0999957322145
348,"APD 20",4.8,25.1999982398004
348,"APD 50",23.6,-11.5499991932419
348,"APD 90",45,-60.9999957391994
349,"APD 20",4.8,25.1499982432929
349,"APD 50",23.5,-11.6499991862569
349,"APD 90",44.7,-60.7999957531693
350,"APD 20",4.9,25.3999982258306
350,"APD 50",23.6,-11.4999991967343
350,"APD 90",44.5,-60.8499957496768
351,"APD 20",4.6,25.349998229323
351,"APD 50",22.9,-11.5999991897494
351,"APD 90",44.5,-60.8499957496768
352,"APD 20",4.9,25.0999982467853
352,"APD 50",23.5,-11.8499991722871
352,"APD 90",44.8,-60.8499957496768
353,"APD 20",4.7,25.249998236308
353,"APD 50",23.8,-11.4999991967343
353,"APD 90",45.1,-60.9499957426919
