"Sweep (n)","APD","APD value (ms)","APD value (mV)"
476,"APD 20",4.3,29.1499979638961
476,"APD 50",17.1,-8.89999937834221
476,"APD 90",35.7,-59.6999958300034
477,"APD 20",4.3,28.949997977866
477,"APD 50",17.5,-9.09999936437237
477,"APD 90",36,-59.6999958300034
478,"APD 20",4.2,29.2999979534187
478,"APD 50",17.5,-8.69999939231205
478,"APD 90",36,-59.5499958404807
479,"APD 20",4.3,29.1999979604037
479,"APD 50",17.2,-8.89999937834221
479,"APD 90",35.4,-59.5999958369883
480,"APD 20",4.2,29.0999979673886
480,"APD 50",17.1,-9.14999936087991
480,"APD 90",35.5,-59.6999958300034
481,"APD 20",4.2,29.2499979569112
481,"APD 50",17.7,-8.94999937484975
481,"APD 90",35.8,-59.6499958334958
482,"APD 20",4.3,29.3499979499263
482,"APD 50",17.4,-8.84999938183467
482,"APD 90",35.6,-59.849995819526
483,"APD 20",4.3,29.0999979673886
483,"APD 50",17.8,-8.74999938881959
483,"APD 90",36.1,-59.6999958300034
484,"APD 20",4.2,29.4999979394489
484,"APD 50",17.6,-8.74999938881959
484,"APD 90",35.7,-59.6499958334958
485,"APD 20",4.3,29.3999979464338
485,"APD 50",17.5,-8.59999939929697
485,"APD 90",35.7,-59.6499958334958
