"Sweep (n)","APD","APD value (ms)","APD value (mV)"
181,"APD 20",2.7,30.9499978381676
181,"APD 50",24.3,-6.0499995774124
181,"APD 90",108.3,-55.3999961303549
182,"APD 20",2.8,30.2999978835695
182,"APD 50",25,-6.34999955645765
182,"APD 90",108.1,-55.0999961513096
183,"APD 20",3,29.7499979219866
183,"APD 50",25.5,-6.59999953899535
183,"APD 90",107.9,-55.0999961513096
184,"APD 20",3.1,29.8499979150017
184,"APD 50",25.9,-6.49999954598027
184,"APD 90",107.9,-54.8999961652795
185,"APD 20",3.1,29.3999979464338
185,"APD 50",25.6,-6.79999952502551
185,"APD 90",107.9,-54.8999961652795
