"Sweep (n)","APD","APD value (ms)","APD value (mV)"
268,"APD 20",1.8,30.8499978451525
268,"APD 50",13,-8.69999939231205
268,"APD 90",41.4,-61.699995690305
269,"APD 20",1.9,30.1999978905545
269,"APD 50",13.2,-9.29999935040254
269,"APD 90",41.5,-61.7999956833201
270,"APD 20",2,29.6999979254791
270,"APD 50",13.4,-9.64999932595532
270,"APD 90",41.5,-61.7499956868125
271,"APD 20",2,29.6999979254791
271,"APD 50",13.2,-9.29999935040254
271,"APD 90",41.6,-61.7999956833201
272,"APD 20",2,29.5499979359564
272,"APD 50",13.3,-9.59999932944778
272,"APD 90",41.6,-61.8499956798276
